tech_id,level_id,question_text,option_a,option_b,option_c,option_d,correct_option
11,3,How can you create a CSS modal?,Use position: fixed; to overlay the content.,Use JavaScript for functionality.,Use display: block;.,Use z-index property.,Use position: fixed; to overlay the content.
11,3,What does the `transition` property control in CSS?,It sets the timing and effect of transitions between property changes.,It adjusts the size of an element.,It defines the visibility of an element.,It sets the opacity of an element.,It sets the timing and effect of transitions between property changes.
11,3,How do you create a CSS dropdown list?,Use display: block; to show items on hover.,Use JavaScript for interaction.,Use absolute positioning.,Use float property.,Use display: block; to show items on hover.
11,3,What is the purpose of the `position` property in CSS?,It defines how an element is positioned in relation to its parent.,It sets the size of an element.,It adjusts the visibility of an element.,It controls the opacity of an element.,It defines how an element is positioned in relation to its parent.
11,3,How can you create a CSS gradient?,Use background: linear-gradient(); or radial-gradient();.,Use fixed colors.,Use JavaScript for colors.,Use borders.,Use background: linear-gradient(); or radial-gradient();.
11,3,What does the `overflow-x` property control in CSS?,It controls the horizontal overflow of content.,It sets the vertical overflow of content.,It defines the size of an element.,It adjusts the visibility of an element.,It controls the horizontal overflow of content.
11,3,How do you create a CSS sidebar?,Use display: flex; or grid layout to align items.,Use float property.,Use fixed positioning.,Use JavaScript for functionality.,Use display: flex; or grid layout to align items.
11,3,What is the purpose of the `filter` property in CSS?,It applies graphical effects like blur or brightness to an element.,It adjusts the size of an element.,It defines the visibility of an element.,It sets the color of an element.,It applies graphical effects like blur or brightness to an element.
11,3,How can you create a CSS shake effect?,Use CSS animations with keyframes.,Use JavaScript for interaction.,Use fixed sizes.,Use borders.,Use CSS animations with keyframes.
11,3,What does the `max-width` property control in CSS?,It sets the maximum width of an element.,It defines the size of an element.,It adjusts the padding of an element.,It controls the visibility of an element.,It sets the maximum width of an element.
11,3,How do you create a CSS zoom effect?,Use transform: scale();.,Use opacity property.,Use JavaScript for effects.,Use hover effects.,Use transform: scale();.
11,3,What is the purpose of the `gap` property in CSS Grid?,It sets the spacing between grid items.,It adjusts the size of grid items.,It controls the alignment of grid items.,It defines the size of the grid container.,It sets the spacing between grid items.
11,3,How can you create a CSS filter effect?,Use filter property with functions like blur();.,Use JavaScript for effects.,Use opacity property.,Use borders.,Use filter property with functions like blur();.
11,3,What does the `flex-wrap` property do in CSS Flexbox?,It controls whether flex items wrap onto multiple lines.,It sets the order of flex items.,It adjusts the size of flex items.,It controls the alignment of flex items.,It controls whether flex items wrap onto multiple lines.
11,3,How do you create a CSS spinner?,Use CSS animations to rotate an element.,Use JavaScript for animation.,Use hover effects.,Use borders.,Use CSS animations to rotate an element.
11,3,What is the purpose of the `box-sizing` property in CSS?,It controls how width and height are calculated for elements.,It defines the size of an element.,It adjusts the padding of an element.,It sets the margin of an element.,It controls how width and height are calculated for elements.
11,3,How can you create a CSS flip effect?,Use transform: rotateY();.,Use JavaScript for interaction.,Use hover effects.,Use borders.,Use transform: rotateY();.
11,3,What does the `display` property control in CSS?,It defines how an element is displayed on the page.,It sets the margin of an element.,It adjusts the padding of an element.,It controls the size of an element.,It defines how an element is displayed on the page.
11,3,How do you create a CSS accordion effect?,Use display: none; and :hover to show content.,Use JavaScript for interaction.,Use CSS animations.,Use fixed positioning.,Use display: none; and :hover to show content.
11,3,What is the purpose of the `position: absolute;` property in CSS?,It positions an element relative to its nearest positioned ancestor.,It defines how an element is positioned in relation to its parent.,It sets the size of an element.,It controls the visibility of an element.,It positions an element relative to its nearest positioned ancestor.
11,3,How can you create a CSS dropdown menu?,Use display: block; on hover to show the menu.,Use JavaScript for functionality.,Use absolute positioning.,Use float property.,Use display: block; on hover to show the menu.
11,3,What does the `flex-direction` property control in CSS Flexbox?,It defines the direction in which flex items are placed in a flex container.,It adjusts the size of flex items.,It controls the alignment of flex items.,It sets the order of flex items.,It defines the direction in which flex items are placed in a flex container.
11,3,How do you create a CSS progress bar?,Use a div with width and background color to represent progress.,Use JavaScript for interaction.,Use CSS animations.,Use fixed positioning.,Use a div with width and background color to represent progress.
11,3,What is the purpose of the `text-align` property in CSS?,It controls the alignment of text within an element.,It sets the size of an element.,It adjusts the visibility of an element.,It defines the background color.,It controls the alignment of text within an element.
11,3,How can you create a CSS pagination component?,Use flexbox or grid layout to display pagination items.,Use JavaScript for functionality.,Use fixed sizes.,Use borders.,Use flexbox or grid layout to display pagination items.
11,3,What does the `cursor` property control in CSS?,It sets the type of cursor to be displayed when hovering over an element.,It defines the size of an element.,It adjusts the visibility of an element.,It controls the padding of an element.,It sets the type of cursor to be displayed when hovering over an element.
11,3,How do you create a CSS notification badge?,Use position: absolute; to position it relative to a parent element.,Use JavaScript for functionality.,Use fixed sizes.,Use borders.,Use position: absolute; to position it relative to a parent element.
11,3,What is the purpose of the `display: grid;` property in CSS?,It enables the grid layout for an element.,It sets the size of an element.,It adjusts the visibility of an element.,It defines the background color.,It enables the grid layout for an element.
11,3,How can you create a CSS sticky footer?,Use position: sticky; bottom: 0;.,Use position: fixed; bottom: 0;.,Use float property.,Use display: block;.,Use position: sticky; bottom: 0;.
11,3,What does the `pointer-events` property control in CSS?,It defines how mouse events are handled on an element.,It sets the visibility of an element.,It adjusts the size of an element.,It controls the padding of an element.,It defines how mouse events are handled on an element.
11,3,How do you create a CSS zoom effect on hover?,Use transform: scale(); on hover.,Use opacity property.,Use JavaScript for effects.,Use hover effects.,Use transform: scale(); on hover.
11,3,What is the purpose of the `content` property in CSS?,It allows you to insert content into pseudo-elements.,It defines the size of an element.,It sets the background color.,It controls the alignment of text.,It allows you to insert content into pseudo-elements.
11,3,How can you create a CSS error message?,Use background color and padding for visibility.,Use JavaScript for interaction.,Use fixed sizes.,Use borders.,Use background color and padding for visibility.
11,3,What does the `filter: blur();` property do in CSS?,It applies a blur effect to an element.,It adjusts the size of an element.,It defines the visibility of an element.,It sets the margin of an element.,It applies a blur effect to an element.
11,3,How do you create a CSS flex container?,Use display: flex; on a parent element.,Use display: block;.,Use float property.,Use position: relative;.,Use display: flex; on a parent element.
11,3,What is the purpose of the `animation` property in CSS?,It allows you to create animations for an element.,It adjusts the size of an element.,It defines the visibility of an element.,It sets the background color.,It allows you to create animations for an element.
11,3,How can you create a CSS grid layout?,Use display: grid; on a parent element.,Use display: flex;.,Use float property.,Use position: relative;.,Use display: grid; on a parent element.
11,3,What does the `background-image` property do in CSS?,It sets an image as the background of an element.,It adjusts the border color.,It defines the font color.,It controls the size of an element.,It sets an image as the background of an element.
11,3,How do you create a CSS hover effect?,Use :hover pseudo-class to apply styles.,Use JavaScript for interaction.,Use fixed sizes.,Use borders.,Use :hover pseudo-class to apply styles.
11,3,What is the purpose of the `min-width` property in CSS?,It sets the minimum width of an element.,It defines the size of an element.,It adjusts the padding of an element.,It controls the visibility of an element.,It sets the minimum width of an element.
11,3,How can you create a CSS loading animation?,Use CSS keyframes to define the animation.,Use JavaScript for animation.,Use hover effects.,Use borders.,Use CSS keyframes to define the animation.
11,3,What does the `text-shadow` property control in CSS?,It adds shadow effects to text.,It adjusts the size of text.,It defines the color of text.,It controls the visibility of text.,It adds shadow effects to text.
11,3,How do you create a CSS grid item?,Use display: grid; on a parent element and define grid items inside.,Use display: flex;.,Use float property.,Use position: relative;.,Use display: grid; on a parent element and define grid items inside.
11,3,What is the purpose of the `opacity` property in CSS?,It controls the transparency of an element.,It sets the size of an element.,It adjusts the visibility of an element.,It defines the background color.,It controls the transparency of an element.
11,3,How can you create a CSS slide-in effect?,Use CSS animations with keyframes.,Use JavaScript for interaction.,Use fixed sizes.,Use borders.,Use CSS animations with keyframes.
11,3,What does the `border-radius` property control in CSS?,It defines the roundness of an element's corners.,It sets the size of an element.,It adjusts the visibility of an element.,It controls the background color.,It defines the roundness of an element's corners.
11,3,How do you create a CSS sticky element?,Use position: sticky; on the element.,Use position: fixed;.,Use float property.,Use display: block;.,Use position: sticky; on the element.
11,3,What is the purpose of the `max-height` property in CSS?,It sets the maximum height of an element.,It defines the size of an element.,It adjusts the padding of an element.,It controls the visibility of an element.,It sets the maximum height of an element.
11,3,How can you create a CSS slide-out effect?,Use CSS animations with keyframes.,Use JavaScript for interaction.,Use fixed sizes.,Use borders.,Use CSS animations with keyframes.
11,3,What does the `transform` property control in CSS?,It allows you to apply transformations like rotate, scale, or translate to an element.,It adjusts the size of an element.,It defines the visibility of an element.,It sets the background color.,It allows you to apply transformations like rotate, scale, or translate to an element.
11,3,How do you create a CSS tooltip effect?,Use :hover pseudo-class to show a hidden element.,Use JavaScript for interaction.,Use CSS animations.,Use transition property.,Use :hover pseudo-class to show a hidden element.
11,3,What is the purpose of the `background-size` property in CSS?,It controls the size of the background image.,It sets the size of an element.,It defines the border size.,It adjusts the padding of an element.,It controls the size of the background image.
11,3,How can you create a CSS bounce effect?,Use CSS animations with keyframes.,Use JavaScript for interaction.,Use fixed sizes.,Use borders.,Use CSS animations with keyframes.
11,3,What does the `display: inline-block;` property do in CSS?,It allows an element to sit inline with other elements while respecting width and height.,It sets the size of an element.,It adjusts the visibility of an element.,It controls the alignment of text.,It allows an element to sit inline with other elements while respecting width and height.
11,3,How do you create a CSS scrollbar style?,Use ::-webkit-scrollbar pseudo-element to customize the scrollbar.,Use JavaScript for functionality.,Use fixed sizes.,Use borders.,Use ::-webkit-scrollbar pseudo-element to customize the scrollbar.
11,3,What is the purpose of the `transition` property in CSS?,It allows you to create smooth transitions between property changes.,It adjusts the size of an element.,It defines the visibility of an element.,It sets the background color.,It allows you to create smooth transitions between property changes.
11,3,How can you create a CSS fade effect?,Use opacity property with transitions.,Use JavaScript for interaction.,Use fixed sizes.,Use borders.,Use opacity property with transitions.
11,3,What does the `align-items` property control in CSS Flexbox?,It defines the default behavior for how flex items are laid out along the cross axis.,It adjusts the size of flex items.,It controls the alignment of text.,It sets the order of flex items.,It defines the default behavior for how flex items are laid out along the cross axis.
11,3,How do you create a CSS wave effect?,Use CSS animations with keyframes.,Use JavaScript for interaction.,Use fixed sizes.,Use borders.,Use CSS animations with keyframes.
11,3,What is the purpose of the `flex-wrap` property in CSS Flexbox?,It controls whether flex items should wrap onto multiple lines.,It adjusts the size of flex items.,It controls the alignment of text.,It sets the order of flex items.,It controls whether flex items should wrap onto multiple lines.
11,3,How can you create a CSS text gradient?,Use background-clip: text; and linear-gradient.,Use JavaScript for interaction.,Use fixed sizes.,Use borders.,Use background-clip: text; and linear-gradient.
11,3,What does the `z-index` property control in CSS?,It controls the stacking order of positioned elements.,It adjusts the size of an element.,It defines the visibility of an element.,It sets the margin of an element.,It controls the stacking order of positioned elements.
11,3,How do you create a CSS animation delay?,Use animation-delay property to set a delay for the animation.,Use JavaScript for functionality.,Use fixed sizes.,Use borders.,Use animation-delay property to set a delay for the animation.
11,3,What is the purpose of the `white-space` property in CSS?,It controls how white space inside an element is handled.,It defines the size of an element.,It adjusts the visibility of an element.,It sets the background color.,It controls how white space inside an element is handled.
11,3,How can you create a CSS fade-in effect?,Use opacity property with transitions.,Use JavaScript for interaction.,Use fixed sizes.,Use borders.,Use opacity property with transitions.
11,3,What does the `overflow` property control in CSS?,It defines what happens when content overflows an element's box.,It adjusts the size of an element.,It sets the visibility of an element.,It controls the padding of an element.,It defines what happens when content overflows an element's box.
11,3,How do you create a CSS shake effect?,Use CSS animations with keyframes.,Use JavaScript for interaction.,Use fixed sizes.,Use borders.,Use CSS animations with keyframes.
11,3,What is the purpose of the `line-height` property in CSS?,It controls the space between lines of text.,It defines the size of an element.,It adjusts the visibility of an element.,It sets the background color.,It controls the space between lines of text.
11,3,How can you create a CSS color overlay effect?,Use background-color with rgba() on top of the background image.,Use JavaScript for interaction.,Use fixed sizes.,Use borders.,Use background-color with rgba() on top of the background image.
11,3,What does the `font-family` property control in CSS?,It sets the font of an element's text.,It adjusts the size of an element.,It defines the visibility of an element.,It sets the background color.,It sets the font of an element's text.
11,3,How do you create a CSS heartbeat effect?,Use CSS animations with keyframes.,Use JavaScript for interaction.,Use fixed sizes.,Use borders.,Use CSS animations with keyframes.
11,3,What is the purpose of the `display: none;` property in CSS?,It completely hides an element from the document flow.,It sets the size of an element.,It adjusts the visibility of an element.,It controls the padding of an element.,It completely hides an element from the document flow.
11,3,How can you create a CSS circular progress bar?,Use border-radius and transform to create a circle.,Use JavaScript for interaction.,Use fixed sizes.,Use borders.,Use border-radius and transform to create a circle.
11,3,What does the `vertical-align` property control in CSS?,It specifies the vertical alignment of an inline or table-cell box.,It adjusts the size of an element.,It defines the visibility of an element.,It sets the background color.,It specifies the vertical alignment of an inline or table-cell box.
11,3,How do you create a CSS tooltip?,Use the :hover pseudo-class to display additional information.,Use JavaScript for functionality.,Use fixed sizes.,Use borders.,Use the :hover pseudo-class to display additional information.
11,3,What is the purpose of the `outline` property in CSS?,It creates a line around an element outside its border.,It defines the size of an element.,It adjusts the visibility of an element.,It sets the background color.,It creates a line around an element outside its border.
11,3,How can you create a CSS shake animation?,Use CSS keyframes to define the shaking effect.,Use JavaScript for interaction.,Use fixed sizes.,Use borders.,Use CSS keyframes to define the shaking effect.
11,3,What does the `border-collapse` property control in CSS?,It sets whether table borders are collapsed into a single border.,It adjusts the size of an element.,It defines the visibility of an element.,It sets the margin of an element.,It sets whether table borders are collapsed into a single border.
11,3,How do you create a CSS flip card effect?,Use transform: rotateY() on hover.,Use JavaScript for functionality.,Use fixed sizes.,Use borders.,Use transform: rotateY() on hover.
11,3,What is the purpose of the `font-size` property in CSS?,It sets the size of the font used in an element.,It adjusts the size of an element.,It defines the visibility of an element.,It sets the background color.,It sets the size of the font used in an element.
11,3,How can you create a CSS ripple effect?,Use CSS animations with keyframes.,Use JavaScript for interaction.,Use fixed sizes.,Use borders.,Use CSS animations with keyframes.
11,3,What does the `display: flex;` property do in CSS?,It enables the flex layout for a container, allowing flexible item arrangement.,It sets the size of an element.,It adjusts the visibility of an element.,It controls the alignment of text.,It enables the flex layout for a container, allowing flexible item arrangement.
11,3,How do you create a CSS sliding menu?,Use display: block; on hover to show the menu.,Use JavaScript for functionality.,Use absolute positioning.,Use float property.,Use display: block; on hover to show the menu.
11,3,What is the purpose of the `text-transform` property in CSS?,It controls the capitalization of text.,It defines the size of an element.,It adjusts the visibility of an element.,It sets the background color.,It controls the capitalization of text.
11,3,How can you create a CSS perspective effect?,Use perspective property on a parent element.,Use JavaScript for interaction.,Use fixed sizes.,Use borders.,Use perspective property on a parent element.
11,3,What does the `position: fixed;` property do in CSS?,It positions an element relative to the viewport, remaining fixed on scroll.,It defines how an element is positioned in relation to its parent.,It sets the size of an element.,It controls the visibility of an element.,It positions an element relative to the viewport, remaining fixed on scroll.
11,3,How do you create a CSS glowing effect?,Use text-shadow or box-shadow with blur.,Use JavaScript for interaction.,Use fixed sizes.,Use borders.,Use text-shadow or box-shadow with blur.
11,3,What is the purpose of the `border-spacing` property in CSS?,It sets the distance between the borders of adjacent table cells.,It adjusts the size of an element.,It defines the visibility of an element.,It sets the margin of an element.,It sets the distance between the borders of adjacent table cells.
11,3,How can you create a CSS skew effect?,Use transform: skew(); on an element.,Use JavaScript for interaction.,Use fixed sizes.,Use borders.,Use transform: skew(); on an element.
11,3,What does the `background-position` property control in CSS?,It sets the position of the background image within the element.,It adjusts the border color.,It defines the font color.,It controls the size of an element.,It sets the position of the background image within the element.
11,3,How do you create a CSS spin effect?,Use CSS animations with keyframes.,Use JavaScript for interaction.,Use fixed sizes.,Use borders.,Use CSS animations with keyframes.
11,3,What is the purpose of the `calc()` function in CSS?,It performs calculations to set CSS property values.,It calculates the size of elements.,It controls the visibility of an element.,It adjusts the opacity of an element.,It performs calculations to set CSS property values.
11,3,How can you create a CSS grid layout?,Use `display: grid;` and define rows and columns.,Use `display: flex;` and set the order of elements.,Use `display: block;` and float elements.,Use inline styles to position elements.,Use `display: grid;` and define rows and columns.
11,3,What does the `flex-direction` property do in CSS Flexbox?,It defines the direction in which flex items are placed in the flex container.,It controls the alignment of flex items.,It sets the size of flex items.,It adjusts the spacing between flex items.,It defines the direction in which flex items are placed in the flex container.
11,3,How do you implement a responsive design in CSS?,Use media queries to apply styles based on screen size.,Use fixed widths and heights for elements.,Use JavaScript for resizing.,Use absolute positioning for all elements.,Use media queries to apply styles based on screen size.
11,3,What does the `rem` unit in CSS represent?,It is relative to the font size of the root element.,It is relative to the font size of the parent element.,It is a fixed unit of measurement.,It is relative to the viewport size.,It is relative to the font size of the root element.
11,3,How can you create a CSS sticky element?,Use `position: sticky;` along with a defined top, left, right, or bottom value.,Use `position: fixed;` to keep it in view.,Use `position: absolute;` to place it anywhere.,Use `display: block;` to keep it in flow.,Use `position: sticky;` along with a defined top, left, right, or bottom value.
11,3,What is the purpose of the `clip-path` property in CSS?,It creates complex shapes by clipping an element.,It sets the visibility of an element.,It adjusts the position of an element.,It modifies the background color of an element.,It creates complex shapes by clipping an element.
11,3,How do you implement a CSS grid template?,Use `grid-template-rows` and `grid-template-columns` to define the layout.,Use flex properties to arrange items.,Use inline styles to set grid items.,Use margin and padding to control layout.,Use `grid-template-rows` and `grid-template-columns` to define the layout.
11,3,What does the `overflow-x` property control in CSS?,It controls the overflow of content horizontally.,It controls the overflow of content vertically.,It sets the maximum height of an element.,It adjusts the size of an element.,It controls the overflow of content horizontally.
11,3,How can you create a CSS image overlay?,Use `position: absolute;` and set background color with opacity.,Use `float` property on the image.,Use CSS transitions on the image.,Use `display: block;` for the image.,Use `position: absolute;` and set background color with opacity.
11,3,What does the `:nth-child()` selector do in CSS?,It selects elements based on their order within a parent.,It selects elements by class name.,It targets elements by their ID.,It applies styles to all children of a parent.,It selects elements based on their order within a parent.
11,3,How do you create a CSS dropdown menu?,Use `display: none;` and `display: block;` on hover.,Use JavaScript for the dropdown functionality.,Use absolute positioning.,Use flexbox to align elements.,Use `display: none;` and `display: block;` on hover.
11,3,What is the function of the `grid-area` property in CSS?,It assigns a grid item to a specific area within the grid.,It sets the size of grid items.,It controls the visibility of grid items.,It adjusts the margin of grid items.,It assigns a grid item to a specific area within the grid.
11,3,How can you apply CSS styles conditionally?,Use media queries to target specific conditions.,Use JavaScript to add classes dynamically.,Use inline styles only.,Use CSS comments to hide styles.,Use media queries to target specific conditions.
11,3,What does the `flex-grow` property do in CSS?,It defines how much a flex item will grow relative to the rest.,It sets the minimum size of a flex item.,It controls the alignment of flex items.,It adjusts the order of flex items.,It defines how much a flex item will grow relative to the rest.
11,3,How can you create a CSS linear gradient?,Use `background: linear-gradient(direction, color-stop1, color-stop2);`.,Use `background-color` to set the gradient.,Use `border-radius` for the gradient.,Use JavaScript for gradient effects.,Use `background: linear-gradient(direction, color-stop1, color-stop2);`.
11,3,What is the purpose of the `transition-timing-function` property in CSS?,It specifies the speed curve of the transition effect.,It defines the duration of a transition.,It sets the properties to be transitioned.,It controls the starting point of a transition.,It specifies the speed curve of the transition effect.
11,3,How do you create a CSS custom property?,Use `--custom-property-name: value;` in the CSS.,Use `property: value;` directly.,Use `setProperty` in JavaScript.,Use `define-property` in CSS.,Use `--custom-property-name: value;` in the CSS.
11,3,What does the `@supports` rule do in CSS?,It allows you to apply styles based on browser support for specific features.,It defines media queries.,It specifies keyframes for animations.,It applies styles conditionally.,It allows you to apply styles based on browser support for specific features.
11,3,How can you create a responsive text size in CSS?,Use `font-size: calc(1rem + 2vw);` for fluid text.,Use fixed sizes in pixels.,Use only `em` units.,Use JavaScript to change the text size.,Use `font-size: calc(1rem + 2vw);` for fluid text.
11,3,What does the `filter` property do in CSS?,It applies graphical effects like blur or brightness to an element.,It adjusts the position of an element.,It controls the overflow of content.,It modifies the visibility of an element.,It applies graphical effects like blur or brightness to an element.
11,3,How do you create a CSS counter?,Use `counter-reset` and `counter-increment` properties.,Use `display: block;` for elements.,Use JavaScript for counting.,Use `setProperty` in CSS.,Use `counter-reset` and `counter-increment` properties.
11,3,What is the purpose of the `object-fit` property in CSS?,It defines how an element’s content should be resized to fit its container.,It sets the size of an element.,It controls the visibility of an element.,It adjusts the position of an element.,It defines how an element’s content should be resized to fit its container.
11,3,How can you create a CSS animation that repeats?,Use `animation: name duration timing-function iteration-count;`.,Use JavaScript for animations.,Use fixed durations only.,Use transitions to create animations.,Use `animation: name duration timing-function iteration-count;`.
11,3,What does the `aspect-ratio` property do in CSS?,It controls the width-to-height ratio of an element.,It sets the size of an element.,It adjusts the border of an element.,It modifies the position of an element.,It controls the width-to-height ratio of an element.
11,3,How can you create a CSS flexbox column layout?,Use `flex-direction: column;` on the flex container.,Use `flex-wrap: wrap;` on the container.,Use `display: block;` for all elements.,Use fixed widths for all elements.,Use `flex-direction: column;` on the flex container.
11,3,What is the purpose of the `:hover` pseudo-class in CSS?,It applies styles when the user hovers over an element.,It targets elements by class name.,It adjusts the size of an element.,It defines the order of elements.,It applies styles when the user hovers over an element.
11,3,How do you create a CSS pseudo-element?,Use `::before` or `::after` to insert content.,Use JavaScript for dynamic content.,Use inline styles.,Use media queries.,Use `::before` or `::after` to insert content.
11,3,What does the `grid-template-areas` property do in CSS?,It allows you to define areas of the grid layout using named areas.,It sets the size of grid items.,It controls the visibility of grid items.,It adjusts the padding of grid items.,It allows you to define areas of the grid layout using named areas.
11,3,How can you set a maximum width for an element in CSS?,Use `max-width: value;` to restrict the width.,Use `width: value;` to set the width.,Use `overflow: hidden;` to hide excess.,Use `display: block;` for the element.,Use `max-width: value;` to restrict the width.
11,3,What is the function of the `pointer-events` property in CSS?,It controls whether an element can be the target of mouse events.,It sets the size of an element.,It adjusts the display type.,It modifies the background color.,It controls whether an element can be the target of mouse events.
11,3,How do you create a CSS responsive navbar?,Use media queries to change the layout on smaller screens.,Use fixed widths for all items.,Use `display: block;` for all items.,Use absolute positioning for all items.,Use media queries to change the layout on smaller screens.
11,3,What does the `display: none;` property do in CSS?,It completely removes the element from the document flow.,It hides the element but retains its space.,It makes the element invisible but keeps it interactive.,It sets the visibility of the element.,It completely removes the element from the document flow.
11,3,How can you create a CSS scrollbar?,Use `overflow: auto;` on a container.,Use JavaScript to create scrollbars.,Use `position: fixed;` for the container.,Use fixed sizes for elements.,Use `overflow: auto;` on a container.
11,3,What is the purpose of the `margin` property in CSS?,It sets the space around an element.,It defines the size of the border.,It adjusts the background color.,It controls the text alignment.,It sets the space around an element.
11,3,How do you implement a CSS mobile-first design?,Start with styles for small screens and use media queries for larger screens.,Use fixed sizes for all elements.,Start with styles for large screens and adjust for smaller screens.,Use inline styles for all elements.,Start with styles for small screens and use media queries for larger screens.
11,3,What does the `content` property do in CSS?,It allows you to insert content into a pseudo-element.,It sets the visibility of an element.,It controls the size of an element.,It adjusts the margin of an element.,It allows you to insert content into a pseudo-element.
11,3,How can you apply CSS styles to print media?,Use `@media print { styles }` to define print styles.,Use JavaScript to change styles when printing.,Use inline styles only.,Use fixed sizes for elements.,Use `@media print { styles }` to define print styles.
11,3,What is the purpose of the `background-clip` property in CSS?,It determines the area to which the background color or image is applied.,It sets the size of the background image.,It controls the position of the background.,It adjusts the opacity of the background.,It determines the area to which the background color or image is applied.
11,3,How do you create a CSS fixed navigation bar?,Use `position: fixed;` along with top and left values.,Use `position: relative;` on the container.,Use absolute positioning for all items.,Use fixed widths for all items.,Use `position: fixed;` along with top and left values.
11,3,What does the `transition` property do in CSS?,It allows you to change property values smoothly over a specified duration.,It sets the size of an element.,It controls the position of an element.,It adjusts the display type of an element.,It allows you to change property values smoothly over a specified duration.
11,3,How can you create a CSS tooltip?,Use `position: relative;` and `:hover` to show content.,Use JavaScript for tooltips.,Use inline styles.,Use absolute positioning for all elements.,Use `position: relative;` and `:hover` to show content.
11,3,What is the purpose of the `text-shadow` property in CSS?,It applies shadow effects to text.,It sets the font size.,It adjusts the color of text.,It defines the spacing of text.,It applies shadow effects to text.
11,3,How do you implement a CSS fade-in effect?,Use `opacity` and `transition` properties.,Use JavaScript for animations.,Use fixed durations only.,Use transitions to create animations.,Use `opacity` and `transition` properties.
11,3,What does the `user-select` property do in CSS?,It controls the text selection behavior of an element.,It sets the font size.,It adjusts the background color.,It modifies the position of an element.,It controls the text selection behavior of an element.
11,3,How can you create a CSS masonry layout?,Use `column-count` and `column-gap` properties.,Use `flexbox` for layout.,Use fixed widths for all items.,Use JavaScript for layout.,Use `column-count` and `column-gap` properties.
11,3,What is the purpose of the `z-index` property in CSS?,It controls the stacking order of positioned elements.,It sets the size of an element.,It adjusts the border of an element.,It modifies the background color.,It controls the stacking order of positioned elements.
11,3,How do you create a CSS box shadow?,Use `box-shadow: horizontal vertical blur spread color;`.,Use `text-shadow` for shadow effects.,Use `position: relative;` for shadows.,Use inline styles for shadow effects.,Use `box-shadow: horizontal vertical blur spread color;`.
12,3,What does the `flex-direction` property do in CSS?,It defines the direction of the flex items.,It sets the alignment of flex items.,It controls the wrapping of flex items.,It adjusts the size of flex items.,It defines the direction of the flex items.
12,3,How can you center an element horizontally in CSS?,Use `margin: auto;` on the element.,Use `text-align: center;` on the container.,Use `display: block;` on the element.,Use `position: absolute;` on the element.,Use `margin: auto;` on the element.
12,3,What is the purpose of the `opacity` property in CSS?,It controls the transparency of an element.,It sets the size of an element.,It adjusts the color of an element.,It defines the position of an element.,It controls the transparency of an element.
12,3,How do you apply a CSS style only when the mouse hovers over an element?,Use `:hover` pseudo-class.,Use `:focus` pseudo-class.,Use `:active` pseudo-class.,Use `:visited` pseudo-class.,Use `:hover` pseudo-class.
12,3,What does the `grid-template-rows` property do in CSS?,It defines the row sizes in a grid layout.,It sets the alignment of grid items.,It controls the number of columns in a grid.,It adjusts the spacing between grid items.,It defines the row sizes in a grid layout.
12,3,How can you make an element responsive in CSS?,Use relative units like `%` or `em`.,Use fixed pixel values.,Use `position: absolute;`.,Use `display: inline;`.,Use relative units like `%` or `em`.
12,3,What is the purpose of the `background-size` property in CSS?,It specifies the size of background images.,It adjusts the opacity of the background.,It controls the position of the background.,It sets the color of the background.,It specifies the size of background images.
12,3,How do you create a CSS overlay effect?,Use `position: absolute;` with a semi-transparent background.,Use `display: none;` for the overlay.,Use `position: relative;` on the overlay.,Use fixed sizes for the overlay.,Use `position: absolute;` with a semi-transparent background.
12,3,What does the `align-items` property do in a flex container?,It aligns flex items along the cross axis.,It controls the order of flex items.,It adjusts the flex container's size.,It defines the flex direction.,It aligns flex items along the cross axis.
12,3,How can you create a CSS grid layout?,Use `display: grid;` on the container.,Use `display: inline-block;` on the container.,Use fixed widths for all items.,Use `display: flex;` on the container.,Use `display: grid;` on the container.
12,3,What is the purpose of the `border-radius` property in CSS?,It rounds the corners of an element.,It sets the width of the border.,It adjusts the background color.,It controls the opacity of the border.,It rounds the corners of an element.
12,3,How do you make a CSS element draggable?,Use the `draggable` attribute in HTML.,Use `position: fixed;` in CSS.,Use `display: inline;` in CSS.,Use JavaScript for drag functionality.,Use the `draggable` attribute in HTML.
12,3,What does the `visibility` property do in CSS?,It controls whether an element is visible or not.,It sets the size of an element.,It adjusts the opacity of an element.,It modifies the position of an element.,It controls whether an element is visible or not.
12,3,How can you hide an element but keep its space in the layout?,Use `visibility: hidden;`.,Use `display: none;`.,Use `opacity: 0;`.,Use `position: absolute;`.,Use `visibility: hidden;`.
12,3,What is the purpose of the `overflow` property in CSS?,It controls how content is handled when it overflows its container.,It adjusts the size of an element.,It sets the background color of an element.,It modifies the position of an element.,It controls how content is handled when it overflows its container.
12,3,How do you create a CSS responsive image?,Use `max-width: 100%;` on the image.,Use fixed pixel values.,Use `display: block;` on the image.,Use `position: relative;` on the image.,Use `max-width: 100%;` on the image.
12,3,What does the `float` property do in CSS?,It allows elements to be placed side by side.,It sets the size of an element.,It adjusts the background color.,It modifies the position of an element.,It allows elements to be placed side by side.
12,3,How can you create a CSS sticky element?,Use `position: sticky;` with a top value.,Use `position: relative;`.,Use `position: absolute;`.,Use `display: inline-block;`.,Use `position: sticky;` with a top value.
