tech_id,level_id,question_text,option_a,option_b,option_c,option_d,correct_option
10,3,Which attribute is used to disable a form element in HTML?,disabled,readonly,locked,nouse,disabled
10,3,How do you create a comment in HTML?,<!-- comment -->,<!--comment-->,// comment,/* comment */,<!-- comment -->
10,3,Which HTML tag is used to create an inline frame?,<iframe>,<inlineframe>,<frame>,<embed>,<iframe>
10,3,What is the correct syntax for creating a submit button in HTML?,<input type="submit">,<submit>,<button type="submit">,<form submit>,<input type="submit">
10,3,How do you specify a title for an HTML document?,<title>,<head>,<header>,<doc>,<title>
10,3,Which attribute specifies the default value of an input field?,value,default,initial,set,value
10,3,What is the correct HTML tag for creating an unordered list?,<ul>,<ol>,<list>,<unordered>,<ul>
10,3,How do you insert an audio file in HTML5?,<audio src="file.mp3">,<embed src="file.mp3">,<sound src="file.mp3">,<audiofile src="file.mp3">,<audio src="file.mp3">
10,3,Which tag is used to create a drop-down list in HTML?,<select>,<dropdown>,<list>,<choices>,<select>
10,3,What is the correct HTML element for highlighting text?,<mark>,<highlight>,<em>,<strong>,<mark>
10,3,How do you specify that an input field is required in HTML?,required,mandatory,validate,needed,required
10,3,Which tag is used to create a navigation link in HTML?,<nav>,<link>,<menu>,<anchor>,<nav>
10,3,What is the correct syntax for creating a password field in HTML?,<input type="password">,<password>,<input type="pass">,<input type="hidden">,<input type="password">
10,3,How do you define an HTML document's character set?,<meta charset="UTF-8">,<charset="UTF-8">,<meta encoding="UTF-8">,<set charset="UTF-8">,<meta charset="UTF-8">
10,3,Which attribute specifies a unique identifier for an HTML element?,id,name,class,identity,id
10,3,How do you create a button that triggers a JavaScript function when clicked?,<button onclick="myFunction()">,<button trigger="myFunction()">,<btn click="myFunction()">,<input click="myFunction()">,<button onclick="myFunction()">
10,3,What is the purpose of the <time> element in HTML5?,To define a date or time,To display a timer,To insert a clock,To mark a time-related event,To define a date or time
10,3,Which HTML attribute specifies a tooltip that appears when hovering over an element?,title,alt,hover,tooltip,title
10,3,How do you create a required radio button in HTML?,Add the required attribute to <input type="radio">,Add the checked attribute to <input type="radio">,Add the mandatory attribute,Add the validate attribute,Add the required attribute to <input type="radio">
10,3,What is the correct syntax for creating a file input field in HTML?,<input type="file">,<file>,<input type="upload">,<fileinput>,<input type="file">
10,3,How do you create a drop-down menu in HTML?,<select>,<dropdown>,<list>,<choices>,<select>
10,3,Which tag is used to create an ordered list in HTML?,<ol>,<ul>,<list>,<order>,<ol>
10,3,What is the correct HTML tag for specifying a quote from another source?,<blockquote>,<quote>,<cite>,<q>,<blockquote>
10,3,How do you create an email link in HTML?,<a href="mailto:someone@example.com">,<email href="someone@example.com">,<mail to="someone@example.com">,<email="someone@example.com">,<a href="mailto:someone@example.com">
10,3,Which attribute specifies the language of an HTML document?,lang,language,locale,region,lang
10,3,What is the correct syntax for embedding a CSS file in HTML?,<link rel="stylesheet" href="style.css">,<css href="style.css">,<style link="style.css">,<link type="css" src="style.css">,<link rel="stylesheet" href="style.css">
10,3,How do you create a clickable area in an image map?,<area>,<imgmap>,<maparea>,<clickarea>,<area>
10,3,Which HTML element is used to display a machine-readable timestamp?,<time>,<date>,<timestamp>,<datetime>,<time>
10,3,What is the purpose of the <small> element in HTML5?,To make text smaller,To create a smaller section,To shrink an image,To reduce spacing,To make text smaller
10,3,Which HTML attribute specifies the width of a table column?,width,size,cols,column,width
10,3,How do you create a radio button in HTML?,<input type="radio">,<radiobutton>,<radio>,<input type="option">,<input type="radio">
10,3,What is the correct syntax for creating an email input field in HTML?,<input type="email">,<email>,<input type="mail">,<input type="text" email>,<input type="email">
10,3,Which HTML tag is used to define a label for an input field?,<label>,<tag>,<inputlabel>,<formlabel>,<label>
10,3,How do you specify a form field that should not be editable?,readonly,disabled,lock,noedit,readonly
10,3,What is the correct syntax for creating a date input field in HTML5?,<input type="date">,<date>,<input type="calendar">,<input type="datetime">,<input type="date">
10,3,Which attribute is used to specify the alignment of text in a table cell?,align,text-align,position,layout,align
10,3,How do you create a section that the user can toggle open or closed in HTML5?,<details>,<toggle>,<openclose>,<section toggle>,<details>
10,3,Which HTML element is used to define important text?,<strong>,<important>,<em>,<bold>,<strong>
10,3,What is the purpose of the <nav> element in HTML5?,To define navigation links,To create a navigation bar,To organize links,To define a menu,To define navigation links
10,3,How do you specify that a link should open in a new tab or window?,target="_blank",window="new",link="new",target="_new",target="_blank"
10,3,Which HTML tag is used to define a clickable button?,<button>,<input type="button">,<clickable>,<linkbutton>,<button>
10,3,What is the correct HTML tag for creating a text input field?,<input type="text">,<textfield>,<text>,<input>,<input type="text">
10,3,How do you define a section in HTML5?,<section>,<div>,<article>,<main>,<section>
10,3,Which attribute is used to define an image's height in HTML?,height,size,dimension,scale,height
10,3,How do you specify that an input field is optional?,optional,notrequired,validate="false",required="false",optional
10,3,What is the correct HTML tag for creating a description list?,<dl>,<description>,<list>,<details>,<dl>
10,3,How do you specify a list item with a square bullet in HTML?,list-style-type: square,bullet: square,type: square,list-bullet: square,list-style-type: square
10,3,Which HTML element is used to define a figure caption?,<figcaption>,<caption>,<legend>,<figurecaption>,<figcaption>
10,3,How do you create a read-only checkbox in HTML?,readonly="true",checked="readonly",disable="checkbox",readonly="checkbox",readonly="true"
10,3,Which tag is used to define a header cell in an HTML table?,<th>,<td>,<header>,<heading>,<th>
10,3,How do you create a self-closing tag in HTML5?,Use the tag without a closing tag,<tag />,Close the tag with />,Use a closing slash,<tag />
10,3,What is the purpose of the <aside> element in HTML5?,To represent content that is tangentially related,To create a sidebar,To format as a blockquote,To insert notes,To represent content that is tangentially related
10,3,How do you specify a border for a table in HTML?,border="1",frame="border",bordered="true",border-width="1px",border="1"
10,3,Which HTML tag is used to display computer code?,<code>,<pre>,<samp>,<kbd>,<code>
10,3,How do you insert a non-breaking space in HTML?,&nbsp;,<space>,&#32;,non-breaking-space,&nbsp;
10,3,What is the correct syntax for creating an image with rounded corners in HTML5?,<img style="border-radius: 10px;">,<img corner="rounded">,<img style="corners">,<img radius="10px">,<img style="border-radius: 10px;">
10,3,Which attribute specifies the action URL for a form submission?,action,submit,destination,target,action
10,3,How do you specify a noresize attribute for a frame in HTML?,<frame noresize>,<frame disable-resize>,<frame no-resize>,<frame static>,<frame noresize>
10,3,What is the correct HTML element for inserting a line break?,<br>,<lb>,<break>,<newline>,<br>
10,3,Which HTML tag is used to define emphasized text?,<em>,<strong>,<i>,<bold>,<em>
10,3,How do you create an image that is a clickable link?,<a href="url"><img src="image.jpg"></a>,<img link="url">,<image href="url">,<a img="image.jpg" href="url">,<a href="url"><img src="image.jpg"></a>
10,3,What is the correct syntax for embedding an external JavaScript file?,<script src="script.js">,<js src="script.js">,<link rel="script" href="script.js">,<script type="text/javascript" src="script.js">,<script src="script.js">
10,3,How do you create a file upload button in HTML?,<input type="file">,<fileupload>,<input type="upload">,<file type="upload">,<input type="file">
10,3,Which tag is used to display preformatted text in HTML?,<pre>,<code>,<formatted>,<samp>,<pre>
10,3,How do you add a background color to a table cell in HTML?,<td style="background-color:yellow;">,<td bgcolor="yellow">,<td background-color="yellow">,<td color="yellow">,<td style="background-color:yellow;">
10,3,What is the purpose of the <bdo> tag in HTML?,To override text direction,To make text bold,To mark a block element,To define a block quote,To override text direction
10,3,How do you specify a link that points to an email address?,<a href="mailto:someone@example.com">,<link href="email:someone@example.com">,<email href="someone@example.com">,<mail to="someone@example.com">,<a href="mailto:someone@example.com">
10,3,Which attribute specifies that an element is not displayed in HTML?,hidden,display:none,invisible,noshow,hidden
10,3,What is the correct syntax for creating a color input field in HTML5?,<input type="color">,<colorpicker>,<input type="colorpicker">,<colorinput>,<input type="color">
10,3,How do you create an input field that accepts only numbers in HTML5?,<input type="number">,<input type="numeric">,<input type="digit">,<input number>,<input type="number">
10,3,Which tag is used to define the title of a document?,<title>,<header>,<head>,<caption>,<title>
10,3,How do you specify that an option in a select menu is disabled?,<option disabled>,<option noselect>,<option disable>,<option inactive>,<option disabled>
10,3,Which HTML attribute defines a placeholder text in an input field?,placeholder,default,value,hint,placeholder
10,3,How do you specify a minimum value for an input field in HTML?,min,minvalue,minimum,limit,min
10,3,What is the purpose of the <summary> tag in HTML5?,To specify a visible heading for the <details> element,To provide a summary of an article,To create a footnote,To add a title to a section,To specify a visible heading for the <details> element
10,3,Which HTML element is used to define a horizontal rule?,<hr>,<line>,<rule>,<divider>,<hr>
10,3,How do you specify that an input field should be preselected when the page loads?,checked,selected,autofocus,enabled,checked
10,3,Which HTML element is used to define a form that allows file uploads?,<form enctype="multipart/form-data">,<form enctype="upload">,<input type="file">,<form method="upload">,<form enctype="multipart/form-data">
10,3,What is the correct syntax for creating a multi-line text input field?,<textarea></textarea>,<input type="textarea">,<multitext></multitext>,<input type="text" rows="5">,<textarea></textarea>
10,3,How do you specify that a checkbox should be checked by default?,checked,defaultchecked,selected,autochecked,checked
10,3,Which HTML tag is used to define the footer of a document or section?,<footer>,<bottom>,<sectionfooter>,<foot>,<footer>
10,3,What is the correct syntax for creating a number input field in HTML5?,<input type="number">,<input type="digit">,<numberinput>,<numericinput>,<input type="number">
10,3,How do you create a group of related options in a dropdown menu?,<optgroup>,<grouplist>,<dropdown-group>,<grouped>,<optgroup>
10,3,Which tag is used to define a table row in HTML?,<tr>,<row>,<table-row>,<tablerow>,<tr>
10,3,What is the correct HTML tag for inserting an inline quote?,<q>,<quote>,<cite>,<inlinequote>,<q>
10,3,How do you define the relationship between a document and an external resource?,<link>,<rel>,<reference>,<resource>,<link>
10,3,What is the purpose of the <output> element in HTML5?,To represent the result of a calculation,To show the outcome of a form,To generate an output,To display console output,To represent the result of a calculation
10,3,Which attribute defines an image’s alternate text in HTML?,alt,alttext,text,alternative,alt
10,3,How do you specify the starting number for an ordered list in HTML?,start,begin,countfrom,value,start
10,3,What is the purpose of the <legend> element in HTML?,To provide a caption for a <fieldset> element,To label a table,To create a legend text,To name a section,To provide a caption for a <fieldset> element
10,3,How do you create a clickable submit button with an image in HTML?,<input type="image">,<submitimage>,<imagebutton>,<button type="image">,<input type="image">
10,3,Which tag is used to define a division or section in an HTML document?,<div>,<section>,<split>,<area>,<div>
10,3,What is the correct syntax for defining a hidden input field in HTML?,<input type="hidden">,<hiddeninput>,<input hidden="true">,<input invisible>,<input type="hidden">
10,3,How do you specify that a script should be executed when the page loads?,onload,runonload,scriptload,init,onload
10,3,Which HTML attribute specifies the source of an image?,src,source,image,imgpath,src
10,3,What is the purpose of the <dl> tag in HTML?,To define a description list,To list key-value pairs,To create a data list,To insert descriptive content,To define a description list
10,3,How do you create a text field that only accepts uppercase input?,<input style="text-transform: uppercase;">,<input uppercase>,<input caps>,<input upper>,<input style="text-transform: uppercase;">
10,3,Which tag is used to embed an external webpage within an HTML page?,<iframe>,<embed>,<page>,<external>,<iframe>
10,3,How do you specify a minimum character length for an input field?,minlength,minchars,length,limit,minlength
10,3,What is the correct syntax for creating a range input field in HTML5?,<input type="range">,<input type="slider">,<input range="true">,<rangeinput>,<input type="range">
10,3,Which attribute is used to specify that an input field must be filled out?,required,mustfill,mandatory,fillout,required
10,3,How do you specify a tooltip for an element in HTML?,title,alt,hover,tooltip,title
10,3,What is the purpose of the <article> element in HTML5?,To define a self-contained piece of content,To create a section for articles,To display text content,To wrap paragraph elements,To define a self-contained piece of content
10,3,How do you disable an input field in HTML?,disabled="true",disable="true",readonly,lock,disabled="true"
10,3,Which HTML element is used to define subscript text?,<sub>,<small>,<underline>,<low>,<sub>
10,3,What is the correct HTML tag for creating a form?,<form>,<inputform>,<submitform>,<htmlform>,<form>
10,3,How do you create a video tag in HTML5?,<video src="video.mp4">,<embed video="video.mp4">,<file src="video.mp4">,<media type="video">,<video src="video.mp4">
10,3,Which attribute specifies the visible width of a text input field?,size,width,maxlength,length,size
10,3,What is the correct HTML tag for creating a link to another document?,<a href="url">,<link url="url">,<anchor href="url">,<hyperlink href="url">,<a href="url">
10,3,How do you define a long description for an image in HTML?,longdesc,longalt,description,descript,longdesc
10,3,What is the purpose of the <progress> element in HTML5?,To display the progress of a task,To create a progress bar,To mark steps in a process,To indicate a timeline,To display the progress of a task
10,3,Which tag is used to define a client-side script in HTML?,<script>,<javascript>,<clientscript>,<js>,<script>
10,3,How do you add a title to an HTML table?,<caption>,<title>,<head>,<tablecaption>,<caption>
10,3,What is the correct syntax for embedding a video in HTML5?,<video controls><source src="video.mp4" type="video/mp4"></video>,<embed src="video.mp4" type="video/mp4">,<video href="video.mp4">,<video src="video.mp4" controls="true">,<video controls><source src="video.mp4" type="video/mp4"></video>
10,3,Which attribute specifies the relationship between the current document and an external one?,rel,link,connection,relation,rel
10,3,What is the correct HTML tag for creating a checkbox?,<input type="checkbox">,<checkbox>,<input checkbox>,<option type="checkbox">,<input type="checkbox">
10,3,How do you specify an audio file that should be played in HTML5?,<audio controls><source src="audio.mp3" type="audio/mp3"></audio>,<sound src="audio.mp3">,<audio href="audio.mp3">,<media src="audio.mp3">,<audio controls><source src="audio.mp3" type="audio/mp3"></audio>
10,3,Which tag is used to define the main content of an HTML document?,<main>,<body>,<content>,<article>,<main>
10,3,How do you create a list of options that can be selected in an HTML form?,<select>,<dropdown>,<options>,<choices>,<select>
10,3,What is the correct syntax for creating a button in HTML?,<button type="button">,<input button>,<button submit>,<clickbutton>,<button type="button">
10,3,Which HTML attribute is used to define the font size of text?,size,font,fontsize,textsize,size
10,3,How do you create a checkbox that is checked by default?,<input type="checkbox" checked>,<checkbox default="true">,<checkbox selected>,<checkbox status="checked">,<input type="checkbox" checked>
