tech_id,level_id,question_text,option_a,option_b,option_c,option_d,correct_option
10,2,What is the purpose of the `<iframe>` tag in HTML?,To embed another document within the current HTML document,Defines a comment,Creates links,Styles text,To embed another document within the current HTML document
10,2,How do you create a tooltip in HTML?,Using the `title` attribute,<tooltip> tag,<tip> tag,<info> tag,Using the `title` attribute
10,2,What does the `<s>` tag represent in HTML?,Indicates text that is no longer accurate or relevant,Defines a comment,Creates links,Styles text,Indicates text that is no longer accurate or relevant
10,2,How can you specify a character encoding for an HTML document?,Using `<meta charset='UTF-8'>`,Using `<encoding>`,Using `<meta>`,Using `<head>`,Using `<meta charset='UTF-8'>`
10,2,What is the role of the `<article>` tag in HTML?,To represent a self-contained composition in a document,Defines a comment,Creates links,Styles text,To represent a self-contained composition in a document
10,2,How do you create a button that resets a form in HTML?,Using `<button type='reset'>`,Using `<input type='reset'>`,Using `<reset>`,Using `<button>`,Using `<button type='reset'>`
10,2,What does the `<sub>` tag do in HTML?,Displays text as subscript,Defines a comment,Creates links,Styles text,Displays text as subscript
10,2,How can you create a CSS class in HTML?,Using the `class` attribute,<css class=''>,<style class=''>,<class> tag,Using the `class` attribute
10,2,What is the function of the `<nav>` tag in HTML?,To define a set of navigation links,Defines a comment,Creates links,Styles text,To define a set of navigation links
10,2,How do you create a date picker in HTML?,Using `<input type='date'>`,Using `<date>`,Using `<input type='text'>`,Using `<date-picker>`,Using `<input type='date'>`
10,2,What does the `method='post'` attribute in a form do?,Specifies how to send form data to the server,Defines the form action,Styles the form,Creates a label for the form,Specifies how to send form data to the server
10,2,How can you create a style block in HTML?,Using the `<style>` tag,Using `<css>`,Using `<style-block>`,Using `<header>`,Using the `<style>` tag
10,2,What is the purpose of the `<progress>` tag in HTML?,To represent the completion progress of a task,Defines a comment,Creates links,Styles text,To represent the completion progress of a task
10,2,How do you create a drop-down menu in HTML?,Using `<select>` and `<option>` tags,<menu> tag,<dropdown> tag,<list> tag,Using `<select>` and `<option>` tags
10,2,What does the `<bdi>` tag do in HTML?,Isolates a portion of text that might be formatted in a different direction,Defines a comment,Creates links,Styles text,Isolates a portion of text that might be formatted in a different direction
10,2,How can you create a slider in HTML?,Using `<input type='range'>`,Using `<slider>`,Using `<range>`,Using `<input type='slider'>`,Using `<input type='range'>`
10,2,What is the function of the `<main>` tag in HTML?,To represent the main content of a document,Defines a comment,Creates links,Styles text,To represent the main content of a document
10,2,How do you create an inline block in HTML?,Using the `display:inline-block` CSS property,Using `<inline-block>`,Using `<div>`,Using `<block>`,Using the `display:inline-block` CSS property
10,2,What does the `<summary>` tag do in HTML?,Defines a visible heading for a `<details>` element,Defines a comment,Creates links,Styles text,Defines a visible heading for a `<details>` element
10,2,How can you create a search input with a button in HTML?,Using `<form>` with `<input type='search'>` and `<button>`,Using `<search>`,Using `<input search=''>`,Using `<form>`,Using `<form>` with `<input type='search'>` and `<button>`
10,2,What is the purpose of the `<figure>` tag in HTML?,To encapsulate media content along with an optional caption,Defines a comment,Creates links,Styles text,To encapsulate media content along with an optional caption
10,2,How do you include metadata in an HTML document?,Using `<meta>` tags in the `<head>`,Using `<info>`,Using `<data>`,Using `<header>`,Using `<meta>` tags in the `<head>`
10,2,What does the `<header>` tag do in HTML?,Defines the introductory content for a document or section,Defines a comment,Creates links,Styles text,Defines the introductory content for a document or section
10,2,How can you define a border for an HTML table?,Using CSS with the `border` property,Using `<border>`,Using `<table border=''>`,Using `<style>`,Using CSS with the `border` property
10,2,What is the correct way to use the `<canvas>` element?,To draw graphics on the fly,Defines a comment,Creates links,Styles text,To draw graphics on the fly
10,2,How do you create a hidden link in HTML?,Using `<a style='display:none;'>`,Using `<a hidden=''>`,Using `<link>`,Using `<a>`,Using `<a style='display:none;'>`
10,2,What does the `<output>` tag do in HTML?,Represents the result of a calculation,Defines a comment,Creates links,Styles text,Represents the result of a calculation
10,2,How can you include a favicon in an HTML document?,Using `<link rel='icon' href='favicon.ico'>`,Using `<icon>`,Using `<link>`,Using `<favicon>`,Using `<link rel='icon' href='favicon.ico'>`
10,2,What is the purpose of the `<kbd>` tag in HTML?,To represent user input,Defines a comment,Creates links,Styles text,To represent user input
10,2,How do you create a multi-line text input in HTML?,Using `<textarea>`,Using `<input type='text'>`,Using `<input type='multi'>`,Using `<input type='paragraph'>`,Using `<textarea>`
10,2,What does the `<mark>` tag do in HTML?,Highlights text,Defines a comment,Creates links,Styles text,Highlights text
10,2,How can you create a dropdown that allows multiple selections in HTML?,Using `<select multiple>`,Using `<dropdown>`,Using `<select>`,Using `<list>`,Using `<select multiple>`
10,2,What is the purpose of the `action` attribute in a form?,To specify where to send the form data when submitted,Defines the method to send data,Styles the form,Creates a label for the form,To specify where to send the form data when submitted
10,2,How do you create a checkbox input in HTML?,Using `<input type='checkbox'>`,Using `<checkbox>`,Using `<input check=''>`,Using `<input type='checkbox'>`,Using `<input type='checkbox'>`
10,2,What does the `<wbr>` tag do in HTML?,Suggests an optional line break,Defines a comment,Creates links,Styles text,Suggests an optional line break
10,2,How can you create an HTML list that has a numbered format?,Using `<ol>` and `<li>`,Using `<list>`,Using `<unordered-list>`,Using `<numbered-list>`,Using `<ol>` and `<li>`
10,2,What is the purpose of the `method` attribute in a form?,To define how to send form data,Defines the action to send data,Styles the form,Creates a label for the form,To define how to send form data
10,2,How do you create a password input in HTML?,Using `<input type='password'>`,Using `<input type='text'>`,Using `<password>`,Using `<input type='secret'>`,Using `<input type='password'>`
10,2,What does the `async` attribute do in a script tag?,Loads the script asynchronously,Defines a comment,Creates links,Styles text,Loads the script asynchronously
10,2,How can you create a reset button in a form?,Using `<button type='reset'>`,Using `<input type='reset'>`,Using `<button>`,Using `<reset>`,Using `<button type='reset'>`
10,2,What is the purpose of the `novalidate` attribute in a form?,To disable validation when submitting,Defines the form action,Styles the form,Creates a label for the form,To disable validation when submitting
10,2,How do you create a text input that accepts email addresses?,Using `<input type='email'>`,Using `<input type='text'>`,Using `<email>`,Using `<input type='mail'>`,Using `<input type='email'>`
10,2,What does the `<cite>` tag represent in HTML?,To reference the title of a creative work,Defines a comment,Creates links,Styles text,To reference the title of a creative work
10,2,How can you add a comment in HTML?,Using `<!-- comment -->`,Using `<comment>`,Using `// comment`,Using `<#>`,Using `<!-- comment -->`
10,2,What is the function of the `<footer>` tag in HTML?,To define the footer for a document or section,Defines a comment,Creates links,Styles text,To define the footer for a document or section
10,2,What is the purpose of the `<abbr>` tag in HTML?,To define an abbreviation or acronym,To create a hyperlink,To define a comment,To specify an alternative text,To define an abbreviation or acronym
10,2,How can you create a clickable area in an image in HTML?,Using the `<map>` and `<area>` tags,Using `<link>`,Using `<img>`,Using `<anchor>`,Using the `<map>` and `<area>` tags
10,2,What does the `target` attribute in an anchor tag specify?,Where to open the linked document,Defines the document type,Styles the link,Specifies the document title,Where to open the linked document
10,2,How can you specify a custom list style in HTML?,Using the `style` attribute in `<ul>` or `<ol>`,Using `<list-style>`,Using `<custom-list>`,Using `<ul type=''>`,Using the `style` attribute in `<ul>` or `<ol>`
10,2,What does the `<address>` tag signify in HTML?,Contact information for the author of the document,Defines a comment,Creates links,Styles text,Contact information for the author of the document
10,2,How can you include a web font in HTML?,Using the `<link>` tag with a stylesheet,Using `<font>`,Using `<style>`,Using `<webfont>`,Using the `<link>` tag with a stylesheet
10,2,What is the purpose of the `<var>` tag in HTML?,To represent a variable in a mathematical expression,Defines a comment,Creates links,Styles text,To represent a variable in a mathematical expression
10,2,How do you specify a base URL for all relative URLs in a document?,Using the `<base>` tag,Using `<url>`,Using `<link>`,Using `<head>`,Using the `<base>` tag
10,2,What does the `href` attribute in the `<a>` tag specify?,The URL of the page the link goes to,Defines the link text,Styles the link,Specifies the link title,The URL of the page the link goes to
10,2,How can you create a radio button group in HTML?,Using `<input type='radio'>` with the same `name` attribute,Using `<input type='checkbox'>`,Using `<radio>`,Using `<button>`,Using `<input type='radio'>` with the same `name` attribute
10,2,What is the function of the `<code>` tag in HTML?,To display code snippets,Defines a comment,Creates links,Styles text,To display code snippets
10,2,How do you create a dropdown list in HTML?,Using `<select>` with `<option>` tags,Using `<list>`,Using `<dropdown>`,Using `<menu>`,Using `<select>` with `<option>` tags
10,2,What does the `<progress>` element represent in HTML?,The progress of a task,Defines a comment,Creates links,Styles text,The progress of a task
10,2,How can you create a tooltip for an element in HTML?,Using the `title` attribute,Using `<tooltip>`,Using `<hint>`,Using `<info>`,Using the `title` attribute
10,2,What is the purpose of the `<data>` tag in HTML?,To associate a machine-readable value with a given content,Defines a comment,Creates links,Styles text,To associate a machine-readable value with a given content
10,2,How do you create an HTML form that submits data to a server?,Using `<form action='url' method='post'>`,Using `<input>`,Using `<submit>`,Using `<form>`,Using `<form action='url' method='post'>`
10,2,What does the `<bdi>` tag do in HTML?,Isolates a span of text that may be formatted in a different direction,Defines a comment,Creates links,Styles text,Isolates a span of text that may be formatted in a different direction
10,2,How can you create an embedded video in HTML?,Using the `<video>` tag,Using `<embed>`,Using `<media>`,Using `<video-link>`,Using the `<video>` tag
10,2,What is the purpose of the `<figcaption>` tag in HTML?,To provide a caption for a `<figure>` element,Defines a comment,Creates links,Styles text,To provide a caption for a `<figure>` element
10,2,How do you create a link that opens in a new tab?,Using `<a href='url' target='_blank'>`,Using `<a newtab='url'>`,Using `<link>`,Using `<a href='url'>`,Using `<a href='url' target='_blank'>`
10,2,What does the `<main>` tag signify in HTML?,The main content of a document,Defines a comment,Creates links,Styles text,The main content of a document
10,2,How can you define a custom data attribute in HTML?,Using the `data-*` syntax,<custom-data>,Using `<data>`,Using `<attr>`,Using the `data-*` syntax
10,2,What is the purpose of the `disabled` attribute in an input element?,To prevent user interaction with the input,Defines a comment,Creates links,Styles text,To prevent user interaction with the input
10,2,How do you create a navigation bar in HTML?,Using the `<nav>` tag,Using `<menu>`,Using `<navbar>`,Using `<div>`,Using the `<nav>` tag
10,2,What does the `<summary>` tag do in HTML?,Defines a visible heading for a `<details>` element,Defines a comment,Creates links,Styles text,Defines a visible heading for a `<details>` element
10,2,How can you create an unordered list in HTML?,Using `<ul>` and `<li>`,Using `<list>`,Using `<ol>`,Using `<unordered>`,Using `<ul>` and `<li>`
10,2,What is the purpose of the `src` attribute in the `<img>` tag?,To specify the image source URL,Defines the image title,Styles the image,Creates a link,To specify the image source URL
10,2,How do you create an HTML table row?,Using `<tr>` inside `<table>`,Using `<row>`,Using `<table-row>`,Using `<table>`,Using `<tr>` inside `<table>`
10,2,What does the `<strong>` tag do in HTML?,Indicates strong importance,Defines a comment,Creates links,Styles text,Indicates strong importance
10,2,How can you specify that an input field should accept only email addresses?,Using `<input type='email'>`,Using `<input type='text'>`,Using `<input email=''>`,Using `<input type='mail'>`,Using `<input type='email'>`
10,2,What is the function of the `<fieldset>` tag in HTML?,To group related elements in a form,Defines a comment,Creates links,Styles text,To group related elements in a form
10,2,How do you create a link that navigates to a section within the same page?,Using an anchor link `<a href='#section'>`,Using `<anchor>`,Using `<link>`,Using `<scroll>`,Using an anchor link `<a href='#section'>`
10,2,What does the `accept` attribute in an input element specify?,The file types allowed for file uploads,Defines the input type,Styles the input,Creates a label for the input,The file types allowed for file uploads
10,2,How can you add an audio file to an HTML page?,Using the `<audio>` tag,Using `<media>`,Using `<embed>`,Using `<sound>`,Using the `<audio>` tag
10,2,What is the purpose of the `<time>` tag in HTML?,To represent a specific time or date,Defines a comment,Creates links,Styles text,To represent a specific time or date
10,2,How do you create a progress bar in HTML?,Using the `<progress>` tag,Using `<bar>`,Using `<loading>`,Using `<meter>`,Using the `<progress>` tag
10,2,What does the `<mark>` tag do in HTML?,Highlights text,Defines a comment,Creates links,Styles text,Highlights text
10,2,How can you make a form input required in HTML?,Using the `required` attribute,<input must=''>,<input necessary=''>,<input required=''>,Using the `required` attribute
10,2,What is the role of the `<section>` tag in HTML?,To define a thematic grouping of content,Defines a comment,Creates links,Styles text,To define a thematic grouping of content
10,2,How do you create an HTML link that opens a file?,Using `<a href='file.pdf'>`,Using `<link>`,Using `<file>`,Using `<download>`,Using `<a href='file.pdf'>`
10,2,What does the `rel` attribute in the `<link>` tag specify?,The relationship between the current document and the linked resource,Defines the document type,Styles the link,Specifies the link title,The relationship between the current document and the linked resource
10,2,How can you specify a fallback image in HTML?,Using the `src` attribute in `<img>` and `<source>` tags,Using `<fallback>`,Using `<img fallback=''>`,Using `<picture>`,Using the `src` attribute in `<img>` and `<source>` tags
10,2,What is the purpose of the `<canvas>` tag in HTML?,To draw graphics on the fly via scripting,Defines a comment,Creates links,Styles text,To draw graphics on the fly via scripting
10,2,How do you create a styled link in HTML?,Using CSS styles with the `<a>` tag,Using `<link>`,Using `<style>`,Using `<styled>`,Using CSS styles with the `<a>` tag
10,2,What does the `tabindex` attribute do in HTML?,Specifies the tab order of elements,Defines a comment,Styles the element,Creates a label for the element,Specifies the tab order of elements
10,2,How can you specify a color for text in HTML?,Using the `style` attribute with `color`,Using `<text-color>`,Using `<font color=''>`,Using `<color>`,Using the `style` attribute with `color`
10,2,What is the purpose of the `<meta>` tag in HTML?,To provide metadata about the HTML document,Defines a comment,Creates links,Styles text,To provide metadata about the HTML document
10,2,How do you create a breadcrumb navigation in HTML?,Using a series of `<a>` tags within `<nav>`,Using `<menu>`,Using `<nav-breadcrumb>`,Using `<breadcrumbs>`,Using a series of `<a>` tags within `<nav>`
10,2,What does the `role` attribute specify in HTML?,Defines the purpose of an element for accessibility,Defines a comment,Styles the element,Creates a label for the element,Defines the purpose of an element for accessibility
10,2,How can you create a button that submits a form?,Using `<button type='submit'>`,Using `<input>`,Using `<form-submit>`,Using `<button>`,Using `<button type='submit'>`
10,2,What is the purpose of the `<svg>` tag in HTML?,To define vector graphics,Defines a comment,Creates links,Styles text,To define vector graphics
10,2,How do you create a floating element in HTML?,Using the `float` CSS property,Using `<float>`,Using `<position>`,Using `<style>`,Using the `float` CSS property
10,2,What does the `<s>` tag do in HTML?,Represents text that is no longer accurate,Defines a comment,Creates links,Styles text,Represents text that is no longer accurate
10,2,How can you define a language for an HTML document?,Using the `lang` attribute in the `<html>` tag,Using `<language>`,Using `<meta>`,Using `<lang>`,Using the `lang` attribute in the `<html>` tag
10,2,What is the function of the `<link>` tag in HTML?,To link external resources like stylesheets,Defines a comment,Creates links,Styles text,To link external resources like stylesheets
10,2,How do you create an inline frame in HTML?,Using the `<iframe>` tag,Using `<frame>`,Using `<inline>`,Using `<frame-set>`,Using the `<iframe>` tag
10,2,What does the `<table>` tag represent in HTML?,A table structure for organizing data,Defines a comment,Creates links,Styles text,A table structure for organizing data
10,2,How can you specify the width of an image in HTML?,Using the `width` attribute in `<img>`,Using `<image width=''>`,Using `<img size=''>`,Using the `style` attribute,Using the `width` attribute in `<img>`
10,2,What is the purpose of the `autocomplete` attribute in a form input?,To specify whether the browser should pre-fill input values,Defines a comment,Styles the input,Creates a label for the input,To specify whether the browser should pre-fill input values
10,2,How do you create an HTML header section?,Using the `<header>` tag,Using `<title>`,Using `<head>`,Using `<h1>`,Using the `<header>` tag
10,2,What does the `<cite>` tag represent in HTML?,The title of a work,Defines a comment,Creates links,Styles text,The title of a work
10,2,How can you create a breadcrumb trail in HTML?,Using a series of `<a>` tags,Using `<menu>`,Using `<nav>`,Using `<breadcrumb>`,Using a series of `<a>` tags
10,2,What does the `async` attribute do in the `<script>` tag?,Loads the script asynchronously,Defines the script type,Specifies the script version,Styles the script,Loads the script asynchronously
10,2,How do you specify a background color in HTML?,Using the `style` attribute with `background-color`,Using `<bg-color>`,Using `<background>`,Using `<color>`,Using the `style` attribute with `background-color`
10,2,What is the purpose of the `<details>` tag in HTML?,To create a disclosure widget from which the user can obtain additional information,Defines a comment,Creates links,Styles text,To create a disclosure widget from which the user can obtain additional information
10,2,How can you create a tooltip using HTML?,Using the `title` attribute,Using `<tooltip>`,Using `<hint>`,Using `<info>`,Using the `title` attribute
10,2,What does the `<figure>` tag represent in HTML?,To encapsulate media along with an optional caption,Defines a comment,Creates links,Styles text,To encapsulate media along with an optional caption
10,2,How can you make a form input element read-only?,Using the `readonly` attribute,<input read=''>,<input disabled=''>,<input lock=''>,Using the `readonly` attribute
10,2,What does the `defer` attribute do in the `<script>` tag?,Delays execution of the script until the HTML document is fully parsed,Defines the script type,Specifies the script version,Styles the script,Delays execution of the script until the HTML document is fully parsed
10,2,How do you specify a minimum width for an input element?,Using the `min-width` CSS property,Using the `min` attribute,<input min=''>,<input width=''>,Using the `min-width` CSS property
10,2,What is the purpose of the `<time>` tag in HTML?,To represent a specific time or date,Defines a comment,Creates links,Styles text,To represent a specific time or date
10,2,How can you group multiple checkbox inputs in HTML?,Using `<input type='checkbox'>` with the same `name`,Using `<input>`,Using `<checkbox-group>`,Using `<group>`,Using `<input type='checkbox'>` with the same `name`
10,2,What does the `data-*` attribute allow in HTML?,To store custom data on elements,Defines a comment,Styles the element,Creates a label for the element,To store custom data on elements
10,2,How can you create an HTML document that includes metadata?,Using the `<meta>` tag in the `<head>`,Using `<info>`,Using `<head-info>`,Using `<meta-data>`,Using the `<meta>` tag in the `<head>`
10,2,What is the role of the `<progress>` tag in HTML?,To display the progress of a task,Defines a comment,Creates links,Styles text,To display the progress of a task
10,2,How do you create an ordered list in HTML?,Using `<ol>` and `<li>`,Using `<list>`,Using `<ul>`,Using `<ordered-list>`,Using `<ol>` and `<li>`
10,2,What does the `<kbd>` tag represent in HTML?,User input that is typically typed from the keyboard,Defines a comment,Creates links,Styles text,User input that is typically typed from the keyboard
10,2,How can you specify the width of a table in HTML?,Using the `width` attribute in the `<table>`,Using `<table width=''>`,Using the `style` attribute,Using `<table-size>`,Using the `width` attribute in the `<table>`
10,2,What is the purpose of the `<map>` tag in HTML?,To define a client-side image map,Defines a comment,Creates links,Styles text,To define a client-side image map
10,2,How do you create a responsive image in HTML?,Using the `srcset` attribute in `<img>`,Using `<responsive>`,Using `<img responsive=''>`,Using `<picture>`,Using the `srcset` attribute in `<img>`
10,2,What does the `placeholder` attribute do in an input field?,Provides a hint to the user of what can be entered,Defines a comment,Styles the input,Creates a label for the input,Provides a hint to the user of what can be entered
10,2,How can you add a comment in HTML?,Using `<!-- comment -->`,Using `<comment>`,Using `// comment`,Using `<!comment>`,Using `<!-- comment -->`
10,2,What is the purpose of the `<summary>` tag in HTML?,To provide a summary for a `<details>` element,Defines a comment,Creates links,Styles text,To provide a summary for a `<details>` element
10,2,How do you define a navigation link that opens a new window?,Using `<a href='url' target='_blank'>`,Using `<a link='url'>`,Using `<a href='url'>`,Using `<nav-link>`,Using `<a href='url' target='_blank'>`
10,2,What does the `<strong>` tag signify in HTML?,Indicates strong importance,Defines a comment,Creates links,Styles text,Indicates strong importance
10,2,How can you create a checkbox group in HTML?,Using `<input type='checkbox'>` with the same `name`,Using `<input>`,Using `<checkbox-group>`,Using `<group>`,Using `<input type='checkbox'>` with the same `name`
10,2,What is the function of the `required` attribute in an input element?,Specifies that the field must be filled out,Defines a comment,Styles the input,Creates a label for the input,Specifies that the field must be filled out
10,2,How do you create a floating layout in HTML?,Using the `float` CSS property,Using `<float>`,Using `<layout>`,Using `<position>`,Using the `float` CSS property
10,2,What does the `<em>` tag represent in HTML?,Text with emphasized importance,Defines a comment,Creates links,Styles text,Text with emphasized importance
10,2,How can you embed a YouTube video in HTML?,Using the `<iframe>` tag,Using `<video>`,Using `<embed>`,Using `<media>`,Using the `<iframe>` tag
10,2,What is the purpose of the `<header>` tag in HTML?,To define a header for a document or section,Defines a comment,Creates links,Styles text,To define a header for a document or section
10,2,How do you create a drop-down menu in HTML?,Using `<select>` and `<option>`,Using `<menu>`,Using `<dropdown>`,Using `<list>`,Using `<select>` and `<option>`
10,2,What does the `role` attribute in HTML signify?,Defines the purpose of an element for accessibility,Defines a comment,Styles the element,Creates a label for the element,Defines the purpose of an element for accessibility
10,2,How can you define the alignment of a table cell in HTML?,Using the `align` attribute in `<td>`,Using `<td align=''>`,Using the `style` attribute,Using `<cell>`,Using the `align` attribute in `<td>`
10,2,What is the function of the `<footer>` tag in HTML?,To define a footer for a document or section,Defines a comment,Creates links,Styles text,To define a footer for a document or section
10,2,How do you create a CSS style for an HTML element?,Using the `style` attribute or in a `<style>` tag,Using `<css>`,Using `<style-type>`,Using `<stylesheet>`,Using the `style` attribute or in a `<style>` tag
10,2,What does the `src` attribute in the `<img>` tag specify?,The URL of the image file,Defines the image title,Styles the image,Creates a label for the image,The URL of the image file
10,2,How can you create a hyperlink that opens in a new tab?,Using `<a href='url' target='_blank'>`,Using `<link>`,Using `<anchor>`,Using `<tab-link>`,Using `<a href='url' target='_blank'>`
10,2,What is the purpose of the `<abbr>` tag in HTML?,To define an abbreviation,Defines a comment,Creates links,Styles text,To define an abbreviation
10,2,How do you create an HTML form that submits data?,Using `<form action='url' method='post'>`,Using `<input>`,Using `<submit>`,Using `<form>`,Using `<form action='url' method='post'>`
10,2,What does the `name` attribute in an input element specify?,The name of the input control,Defines a comment,Styles the input,Creates a label for the input,The name of the input control
10,2,How can you specify an alternative text for an image in HTML?,Using the `alt` attribute in `<img>`,Using `<image alt=''>`,Using `<img title=''>`,Using `<img text=''>`,Using the `alt` attribute in `<img>`
10,2,What is the purpose of the `<section>` tag in HTML?,To define sections in a document,Defines a comment,Creates links,Styles text,To define sections in a document
10,2,How do you include a CSS file in an HTML document?,Using `<link rel='stylesheet' href='styles.css'>`,Using `<css>`,Using `<style>`,Using `<stylesheet>`,Using `<link rel='stylesheet' href='styles.css'>`
10,2,What does the `maxlength` attribute do in an input field?,Specifies the maximum number of characters allowed,Defines a comment,Styles the input,Creates a label for the input,Specifies the maximum number of characters allowed
10,2,How can you create a list that is not numbered in HTML?,Using `<ul>` and `<li>`,Using `<list>`,Using `<ol>`,Using `<unordered-list>`,Using `<ul>` and `<li>`
10,2,What is the purpose of the `<article>` tag in HTML?,To define independent content,Defines a comment,Creates links,Styles text,To define independent content
10,2,How do you create a multi-line text input in HTML?,Using `<textarea>`,Using `<input>`,Using `<text>`,Using `<multi-line>`,Using `<textarea>`
10,2,What does the `<address>` tag represent in HTML?,Contact information for the author of a document,Defines a comment,Creates links,Styles text,Contact information for the author of a document
10,2,How can you create a responsive layout in HTML?,Using CSS media queries,Using `<responsive>`,Using `<layout>`,Using `<flex>`,Using CSS media queries
10,2,What is the function of the `<noscript>` tag in HTML?,To provide alternative content for users without JavaScript,Defines a comment,Creates links,Styles text,To provide alternative content for users without JavaScript
10,2,How do you create an inline element in HTML?,Using `<span>`,Using `<div>`,Using `<block>`,Using `<inline>`,Using `<span>`
10,2,What does the `accept` attribute do in file input elements?,Specifies the types of files that are acceptable for upload,Defines a comment,Styles the input,Creates a label for the input,Specifies the types of files that are acceptable for upload
10,2,How can you create an HTML form with multiple inputs?,Using `<form>` with multiple `<input>` elements,Using `<input>`,Using `<group>`,Using `<form-group>`,Using `<form>` with multiple `<input>` elements
10,2,What is the purpose of the `<dialog>` tag in HTML?,To define a dialog box,Defines a comment,Creates links,Styles text,To define a dialog box
10,2,How do you create a reset button in HTML?,Using `<input type='reset'>`,Using `<reset>`,Using `<button>`,Using `<input>`,Using `<input type='reset'>`
10,2,What does the `value` attribute specify in an input field?,The default value of the input,Defines a comment,Styles the input,Creates a label for the input,The default value of the input
10,2,How can you create a footer for an HTML document?,Using the `<footer>` tag,Using `<bottom>`,Using `<section>`,Using `<footer-section>`,Using the `<footer>` tag
10,2,What is the function of the `<link>` tag in the `<head>` section?,To link external resources,Defines a comment,Creates links,Styles text,To link external resources
10,2,How do you create an HTML comment?,Using `<!-- comment -->`,Using `<comment>`,Using `// comment`,Using `<note>`,Using `<!-- comment -->`
