tech_id,level_id,question_text,option_a,option_b,option_c,option_d,correct_option
11,2,What does the `opacity` property do in CSS?,It controls the transparency level of an element.,It sets the position of an element.,It defines the color of an element.,It adjusts the border width.,It controls the transparency level of an element.
11,2,How do you apply multiple classes to an element in HTML?,class="class1 class2",class="class1,class2",class1, class2,class1; class2;,class="class1 class2";
11,2,Which property controls the width of an element's border in CSS?,border-width:,border-size:,border-style:,border-color:,border-width:
11,2,What does the `visibility: hidden;` property do?,It makes an element invisible but still occupies space.,It removes an element from the document.,It shows the element.,It adjusts the height of the element.,It makes an element invisible but still occupies space.
11,2,Which CSS property is used to define the style of list items?,list-style-type:,list-style:,list-type:,list-style-position:,list-style-type:
11,2,How do you create a fixed navigation bar with CSS?,Use position: fixed;,Use display: inline;,Use float: left;,Use position: absolute;,Use position: fixed;
11,2,What does the `font-weight` property control?,It defines the thickness of the text.,It sets the font style.,It controls the font size.,It adjusts the spacing of letters.,It defines the thickness of the text.
11,2,How can you hide the scrollbar of an element?,overflow: hidden;,overflow: scroll;,overflow: auto;,overflow-y: hidden;,overflow: hidden;
11,2,Which property is used to set the height of an element?,height:,max-height:,min-height:,size:,height:
11,2,What does the `:hover` pseudo-class do in CSS?,It applies styles when the user hovers over an element.,It applies styles when the element is active.,It applies styles when the element is clicked.,It applies styles when the element is focused.,It applies styles when the user hovers over an element.
11,2,How do you apply a CSS style to every odd child of an element?,element:nth-child(odd) { },element:nth-child(2n+1) { },element:odd { },element:first-child(odd) { },element:nth-child(2n+1) { };
11,2,Which CSS property is used to create space between elements?,margin:,padding:,spacing:,border-spacing:,margin:
11,2,What is the purpose of the `flex-wrap` property in CSS?,It defines whether flex items should wrap onto multiple lines.,It sets the direction of flex items.,It adjusts the spacing between items.,It defines the order of flex items.,It defines whether flex items should wrap onto multiple lines.
11,2,How do you change the text color of all paragraphs on a page?,p { color: color; },all p { color: color; },paragraph { color: color; },p.color { },p { color: color; };
11,2,Which property is used to set the display style of an element to inline-block?,display: inline-block;,display: block;,display: inline;,display: flex;,display: inline-block;
11,2,What does the `border-collapse` property do in CSS?,It specifies whether table borders should collapse into a single border.,It defines the width of borders.,It sets the style of borders.,It adjusts the spacing of borders.,It specifies whether table borders should collapse into a single border.
11,2,Which property defines how an element is aligned vertically within a flex container?,align-items:,justify-content:,flex-align:,align-content:,align-items:
11,2,How do you make an element take up the full width of its parent container?,width: 100%;,width: auto;,width: inherit;,display: block;,width: 100%;
11,2,What does the `text-align` property do?,It sets the horizontal alignment of text within an element.,It defines the size of text.,It sets the line height of text.,It adjusts the color of text.,It sets the horizontal alignment of text within an element.
11,2,How do you make an element fixed at the top of the page?,position: fixed; top: 0;,position: absolute; top: 0;,display: fixed; top: 0;,position: sticky; top: 0;,position: fixed; top: 0;
11,2,Which property is used to control the spacing between words in text?,word-spacing:,letter-spacing:,line-height:,text-spacing:,word-spacing:
11,2,What is the purpose of the `position: sticky;` property in CSS?,It allows an element to "stick" to a specific position when scrolling.,It sets the position of an element relative to its nearest positioned ancestor.,It creates a fixed position.,It makes an element static.,It allows an element to "stick" to a specific position when scrolling.
11,2,How do you define a CSS variable?,--variable-name:,var(variable-name);,CSS-variable: variable-name;,variable: variable-name;,--variable-name:
11,2,Which property is used to control the display of an element?,display:,visibility:,opacity:,show:,display:
11,2,What does the `@media` rule do in CSS?,It applies styles based on the media type or device.,It imports styles from another stylesheet.,It defines keyframes for animations.,It sets the background image.,It applies styles based on the media type or device.
11,2,How can you create a transition effect when changing the background color of an element?,transition: background-color 0.5s;,transition: color 0.5s;,transition: all 0.5s;,transition: background 0.5s;,transition: background-color 0.5s;
11,2,What property is used to change the cursor style when hovering over an element?,cursor:,pointer:,hover:,mouse:,cursor:
11,2,How do you add a shadow to text in CSS?,text-shadow: x-offset y-offset blur color;,box-shadow: x-offset y-offset blur color;,shadow: x-offset y-offset blur color;,text-shadow: color x-offset y-offset;,text-shadow: x-offset y-offset blur color;
11,2,What does the `align-self` property do in CSS?,It overrides the `align-items` property for a specific flex item.,It aligns all flex items.,It sets the position of an element.,It defines the width of an element.,It overrides the `align-items` property for a specific flex item.
11,2,Which CSS property is used to change the line height of text?,line-height:,text-height:,height:,line-size:,line-height:
11,2,How do you create a CSS class?,.classname { property: value; },classname: property: value;,class: classname { property: value; },classname: { property: value; },classname { property: value; };
11,2,What is the purpose of the `background-image` property in CSS?,It sets an image as the background of an element.,It defines the color of the background.,It sets the size of an image.,It controls the opacity of an image.,It sets an image as the background of an element.
11,2,How can you create a hover effect that changes the size of an element?,element:hover { transform: scale(1.1); },element:hover { size: larger; },element:hover { width: 110%; height: 110%; },element:hover { scale: 1.1; },element:hover { transform: scale(1.1); };
11,2,What does the `text-transform` property do in CSS?,It controls the capitalization of text.,It sets the font style.,It defines the size of text.,It adjusts the spacing of letters.,It controls the capitalization of text.
11,2,How do you make a background image cover the entire element?,background-size: cover;,background-size: contain;,background-repeat: no-repeat;,background-position: center;,background-size: cover;
11,2,Which property is used to create space inside an element?,padding:,margin:,spacing:,border-spacing:,padding:
11,2,What does the `grid-template-columns` property do in CSS?,It defines the number and size of columns in a grid layout.,It sets the size of rows.,It creates a flex layout.,It positions grid items.,It defines the number and size of columns in a grid layout.
11,2,How do you center an element vertically within its parent?,Use flexbox or grid;,Use absolute positioning;,Use margin:auto;,Use text-align:center;,Use flexbox or grid;
11,2,Which property controls the background color of an element?,background-color:,bg-color:,color:,background:,background-color:
11,2,What does the `filter` property do in CSS?,It applies graphical effects like blur or brightness to an element.,It changes the position of an element.,It adjusts the size of an element.,It sets the visibility of an element.,It applies graphical effects like blur or brightness to an element.
11,2,How do you create a dashed border in CSS?,border: 1px dashed color;,border: 1px dotted color;,border-style: dashed;,border-color: color;,border: 1px dashed color;
11,2,What does the `flex-direction` property control?,It sets the direction of flex items in a flex container.,It defines the alignment of flex items.,It adjusts the size of flex items.,It controls the wrapping of flex items.,It sets the direction of flex items in a flex container.
11,2,How can you hide an element visually but still keep it accessible to screen readers?,visibility: hidden;,position: absolute; left: -9999px;,display: none;,opacity: 0;,position: absolute; left: -9999px;
11,2,Which property is used to set the transition duration in CSS?,transition-duration:,transition-time:,duration:,time:,transition-duration:
11,2,What does the `text-decoration` property control?,It sets decorations on text, such as underline or strikethrough.,It controls the alignment of text.,It adjusts the font size.,It changes the background color.,It sets decorations on text, such as underline or strikethrough.
11,2,How do you change the cursor to a pointer when hovering over a link?,cursor: pointer;,cursor: hand;,cursor: move;,cursor: url('pointer.png');,cursor: pointer;
11,2,Which property is used to control the font style of text?,font-style:,text-style:,font-color:,font-weight:,font-style:
11,2,What is the purpose of the `max-width` property in CSS?,It sets the maximum width an element can be.,It defines the minimum width.,It controls the width of an element.,It sets the size of the element.,It sets the maximum width an element can be.
11,2,How can you create a CSS rule that targets only the last child of an element?,element:last-child { },element:last { },element:final-child { },element:last-child-of { },element:last-child { };
11,2,Which property defines the number of lines in a flexible box layout?,flex-wrap:,flex-direction:,flex-basis:,flex-flow:,flex-wrap:
11,2,What does the `box-sizing` property do in CSS?,It alters the default CSS box model.,It sets the dimensions of an element.,It defines the position of an element.,It controls the margin of an element.,It alters the default CSS box model.
11,2,How do you create a responsive font size using CSS?,font-size: calc(1vw + 1em);,font-size: responsive; font-size: auto;,font-size: fit-content;,font-size: fluid;,font-size: calc(1vw + 1em);
11,2,Which property controls the space between rows in a grid layout?,grid-row-gap:,grid-column-gap:,grid-gap:,row-spacing:,grid-row-gap:
11,2,What is the purpose of the `transform` property in CSS?,It applies a transformation to an element.,It changes the color of an element.,It sets the position of an element.,It defines the width of an element.,It applies a transformation to an element.
11,2,How do you set the border of an element to be solid?,border: 1px solid color;,border: solid color;,border: 1px dashed color;,border-style: solid;,border: 1px solid color;
11,2,What does the `flex-grow` property do?,It defines the ability of a flex item to grow if necessary.,It sets the height of a flex item.,It controls the width of a flex item.,It defines the alignment of flex items.,It defines the ability of a flex item to grow if necessary.
11,2,How do you style an active link in CSS?,a:active { color: color; },a:hover { color: color; },a:focus { color: color; },a:active { background-color: color; },a:active { color: color; };
11,2,What does the `line-height` property control?,It defines the height of a line box.,It sets the font style.,It adjusts the text color.,It defines the width of an element.,It defines the height of a line box.
11,2,Which property is used to create a multi-column layout in CSS?,column-count:,multi-column:,columns:,column-style:,column-count:
11,2,How can you create a fade-in effect with CSS?,opacity: 0; transition: opacity 1s;,opacity: 1; transition: opacity 1s;,visibility: hidden; transition: visibility 1s;,display: none; transition: display 1s;,opacity: 0; transition: opacity 1s;
11,2,What does the `pointer-events` property do in CSS?,It defines whether an element responds to pointer events.,It controls the visibility of an element.,It sets the size of an element.,It changes the background color.,It defines whether an element responds to pointer events.
11,2,How do you create a CSS rule for all <h1> elements?,h1 { property: value; },<h1> { property: value; },h1: { property: value; },<h1> { property: value; },h1 { property: value; };
11,2,Which property is used to create a gap between grid items?,grid-gap:,grid-row-gap:,gap:,grid-item-gap:,grid-gap:
11,2,What does the `display: none;` property do in CSS?,It completely removes an element from the document.,It hides an element but keeps its space.,It adjusts the element's size.,It makes an element invisible while keeping it in the document flow.,It completely removes an element from the document.
11,2,How do you specify the background color of an element in CSS?,background-color: color;,background: color;,bg-color: color;,color: background;,background-color: color;
11,2,What is the purpose of the `overflow` property in CSS?,It controls how content that exceeds the element's box is displayed.,It sets the maximum height of an element.,It changes the color of the background.,It sets the visibility of an element.,It controls how content that exceeds the element's box is displayed.
11,2,How can you align items in a flex container?,justify-content: value;,align-items: value;,flex-align: value;,item-align: value;,justify-content: value;
11,2,What does the `grid-area` property do?,It defines the location of a grid item within the grid.,It sets the size of grid items.,It controls the spacing between items.,It changes the layout of the grid.,It defines the location of a grid item within the grid.
11,2,How do you change the text color of an element in CSS?,color: color;,text-color: color;,font-color: color;,background-color: color;,color: color;
11,2,What is the purpose of the `border-radius` property in CSS?,It rounds the corners of an element.,It creates space between elements.,It defines the border style.,It adjusts the size of an element.,It rounds the corners of an element.
11,2,How can you change the display of an element from block to inline?,display: inline;,display: inline-block;,display: inline-flex;,display: block;,display: inline;
11,2,What does the `visibility: hidden;` property do?,It hides an element but keeps its space in the layout.,It removes an element from the document.,It makes an element invisible and also removes it from the document flow.,It adjusts the element's opacity.,It hides an element but keeps its space in the layout.
11,2,How do you create a CSS rule that applies to all elements?,* { property: value; },all { property: value; },element { property: value; },element:all { property: value; },* { property: value; };
11,2,What does the `aspect-ratio` property control?,It defines the aspect ratio of an element.,It sets the width of an element.,It adjusts the height of an element.,It controls the padding of an element.,It defines the aspect ratio of an element.
11,2,How can you make an element fixed at the top of the viewport?,position: fixed; top: 0;,position: absolute; top: 0;,position: sticky; top: 0;,position: relative; top: 0;,position: fixed; top: 0;
11,2,What property is used to change the background color of an element on hover?,background-color:,hover-bg-color:,hover-background:,bg-color:,background-color:
11,2,How do you set a maximum height for an element?,max-height: value;,height: max-value;,max-size: value;,size: max-height:,max-height: value;
11,2,What is the purpose of the `box-shadow` property in CSS?,It applies shadow effects to an element.,It controls the size of an element.,It changes the border style.,It sets the background color.,It applies shadow effects to an element.
11,2,How can you hide an element without removing it from the document flow?,visibility: hidden;,display: none;,opacity: 0;,position: absolute;,visibility: hidden;
11,2,What does the `opacity` property control?,It sets the transparency level of an element.,It adjusts the size of an element.,It changes the color of an element.,It defines the visibility of an element.,It sets the transparency level of an element.
11,2,How do you create a flex container?,display: flex;,display: inline-flex;,display: block;,display: grid;,display: flex;
11,2,What does the `float` property do in CSS?,It allows an element to float to the left or right of its container.,It sets the position of an element.,It changes the background color.,It controls the width of an element.,It allows an element to float to the left or right of its container.
11,2,How can you make an element responsive using CSS?,Use media queries;,Set a fixed width;,Use pixel values;,Set a max-height:,Use media queries;
11,2,What property is used to create a space between an element's content and its border?,padding:,margin:,border-spacing:,content-spacing:,padding:
11,2,How do you create a CSS rule that targets only the first child of an element?,element:first-child { },element:first { },element:first-of-type { },element:first-child-of { },element:first-child { };
11,2,What is the purpose of the `display` property in CSS?,It determines how an element is displayed in the layout.,It sets the color of an element.,It controls the position of an element.,It defines the width of an element.,It determines how an element is displayed in the layout.
11,2,How can you create a vertical centering effect with flexbox?,align-items: center;,justify-content: center;,flex-direction: column;,align-self: center;,align-items: center;
11,2,Which property is used to set the minimum height of an element?,min-height:,min-size:,height:,size:,min-height:
11,2,What does the `background-size` property control?,It defines the size of the background image.,It sets the color of the background.,It changes the position of the background.,It controls the opacity of the background image.,It defines the size of the background image.
11,2,How do you create a sticky element in CSS?,position: sticky; top: 0;,position: fixed; top: 0;,position: relative; top: 0;,position: absolute; top: 0;,position: sticky; top: 0;
11,2,What is the purpose of the `flex-basis` property?,It sets the initial size of a flex item.,It defines the growth of a flex item.,It controls the alignment of flex items.,It sets the order of flex items.,It sets the initial size of a flex item.
11,2,How can you adjust the space between items in a flex container?,gap:,space:,justify-content:,padding:,gap:
11,2,What does the `align-items` property control in a flex container?,It aligns flex items along the cross axis.,It sets the width of flex items.,It defines the size of flex items.,It controls the direction of flex items.,It aligns flex items along the cross axis.
11,2,How do you style a placeholder in an input field?,input::placeholder { property: value; },input:placeholder { property: value; },input.placeholder { property: value; },input{ placeholder: property; },input::placeholder { property: value; };
11,2,What is the purpose of the `z-index` property in CSS?,It controls the stack order of elements.,It sets the font size of an element.,It defines the size of an element.,It adjusts the border style.,It controls the stack order of elements.
11,2,How can you create a CSS animation?,@keyframes animation-name { },animation: name; ,@animation-name { },@anim { },@keyframes animation-name { };
11,2,What does the `overflow-x` property control?,It controls the horizontal overflow of an element.,It sets the vertical overflow of an element.,It changes the height of an element.,It adjusts the width of an element.,It controls the horizontal overflow of an element.
11,2,How do you create a CSS rule that applies only to odd-numbered elements?,element:nth-child(odd) { },element:odd { },element:nth-of-type(odd) { },element:odd-child { },element:nth-child(odd) { };
11,2,What is the purpose of the `transition` property in CSS?,It allows you to change property values smoothly over a given duration.,It sets the duration of animations.,It controls the size of an element.,It adjusts the position of an element.,It allows you to change property values smoothly over a given duration.
11,2,How can you create a grid layout in CSS?,display: grid;,display: flex;,display: block;,display: inline-block;,display: grid;
11,2,What does the `vertical-align` property do in CSS?,It sets the vertical alignment of an inline or table-cell box.,It changes the height of an element.,It controls the display of block elements.,It sets the width of an element.,It sets the vertical alignment of an inline or table-cell box.
11,2,How do you change the opacity of an element in CSS?,opacity: value;,visibility: value;,display: value;,background: value;,opacity: value;
11,2,What is the purpose of the `color` property in CSS?,It sets the text color of an element.,It defines the background color.,It changes the border color.,It adjusts the visibility of an element.,It sets the text color of an element.
11,2,How can you create a simple CSS transition effect?,transition: property duration ease;,transition: property duration;,animation: property duration;,transform: property duration;,transition: property duration ease;
11,2,What does the `min-width` property control?,It sets the minimum width of an element.,It defines the maximum width.,It adjusts the height of an element.,It controls the size of an element.,It sets the minimum width of an element.
11,2,How do you apply a CSS class to an HTML element?,<element class="classname">,<element class: classname>,<element class="classname" />,<element class:classname>,<element class="classname">;
11,2,What is the purpose of the `display: none;` property in CSS?,It completely removes the element from the document flow.,It hides the element but retains its space.,It makes an element invisible.,It sets the display type of an element.,It completely removes the element from the document flow.
11,2,How can you center an element horizontally using CSS?,margin: auto;,text-align: center;,align-items: center;,display: flex;,margin: auto;
11,2,What does the `cursor` property do in CSS?,It specifies the mouse cursor to be displayed when pointing over an element.,It changes the background color of an element.,It adjusts the size of an element.,It defines the opacity of an element.,It specifies the mouse cursor to be displayed when pointing over an element.
11,2,How do you create a responsive design in CSS?,Use media queries;,Set fixed widths;,Use percentages;,All of the above;,Use media queries;
11,2,What is the purpose of the `grid-template-columns` property?,It defines the column sizes for a grid layout.,It sets the number of columns in a grid.,It controls the row heights in a grid.,It adjusts the gap between grid items.,It defines the column sizes for a grid layout.
11,2,How can you make a button look like a link?,border: none; background: none; color: inherit;,display: inline-block; border: none; background: none;,text-decoration: none; background: none;,display: inline; color: inherit;,border: none; background: none; color: inherit;
11,2,What is the purpose of the `flex-grow` property?,It defines how much a flex item will grow relative to the rest of the flex items.,It sets the initial size of a flex item.,It controls the order of flex items.,It adjusts the size of an element.,It defines how much a flex item will grow relative to the rest of the flex items.
11,2,How can you create a box shadow effect in CSS?,box-shadow: h-shadow v-shadow blur spread color;,shadow: h-shadow v-shadow blur spread color;,box-shadow: value;,shadow: value;,box-shadow: h-shadow v-shadow blur spread color;
11,2,What is the purpose of the `position` property in CSS?,It defines how an element is positioned in the document.,It sets the color of an element.,It controls the size of an element.,It adjusts the display type.,It defines how an element is positioned in the document.
11,2,How do you create a hover effect on an element?,element:hover { property: value; },element:mouseover { property: value; },element:focus { property: value; },element:active { property: value; },element:hover { property: value; };
11,2,What does the `@media` rule do in CSS?,It applies styles based on media queries.,It sets the background color.,It defines the font size.,It adjusts the width of an element.,It applies styles based on media queries.
11,2,How can you control the visibility of an element in CSS?,visibility: value;,display: value;,opacity: value;,all of the above;,all of the above;
11,2,What is the purpose of the `flex-direction` property?,It defines the direction in which flex items are placed in the flex container.,It sets the order of flex items.,It controls the size of flex items.,It adjusts the alignment of flex items.,It defines the direction in which flex items are placed in the flex container.
11,2,How do you create a CSS class?,.classname { property: value; },classname { property: value; },.classname { value; },class { classname: value; },.classname { property: value; };
11,2,What is the purpose of the `align-self` property in CSS?,It overrides the align-items property for a specific flex item.,It sets the size of a flex item.,It controls the spacing between items.,It defines the order of flex items.,It overrides the align-items property for a specific flex item.
11,2,How can you set a custom font for an element?,font-family: 'font-name';,font: 'font-name';,font-style: 'font-name';,font-type: 'font-name';,font-family: 'font-name';
11,2,What does the `gap` property do in CSS?,It sets the space between grid or flex items.,It adjusts the padding of an element.,It defines the size of an element.,It controls the margin of an element.,It sets the space between grid or flex items.
11,2,How do you make text bold in CSS?,font-weight: bold;,text-weight: bold;,font-bold: bold;,strong: true;,font-weight: bold;
11,2,What is the purpose of the `text-align` property?,It sets the horizontal alignment of text.,It controls the font size.,It adjusts the line height.,It defines the text color.,It sets the horizontal alignment of text.
11,2,How can you remove the underline from a link in CSS?,text-decoration: none;,text-style: none;,text-underline: none;,link-style: none;,text-decoration: none;
11,2,What does the `flex-wrap` property do in CSS?,It defines whether flex items are forced onto one line or can wrap onto multiple lines.,It controls the size of flex items.,It adjusts the alignment of flex items.,It sets the order of flex items.,It defines whether flex items are forced onto one line or can wrap onto multiple lines.
11,2,How do you create a CSS variable?,--variable-name: value;,variable-name: value;,var(--variable-name): value;,$variable-name: value;,--variable-name: value;
11,2,What is the purpose of the `font-size` property?,It sets the size of the font.,It adjusts the height of an element.,It defines the color of text.,It sets the width of an element.,It sets the size of the font.
11,2,How can you create a gradient background in CSS?,background: linear-gradient(direction, color1, color2);,background: gradient(direction, color1, color2);,background: color1 gradient(color2);,background: color1, color2; background: linear-gradient(direction, color1, color2);,background: linear-gradient(direction, color1, color2);
11,2,What is the purpose of the `margin` property in CSS?,It creates space outside an element.,It adjusts the padding of an element.,It sets the width of an element.,It defines the height of an element.,It creates space outside an element.
11,2,How do you apply multiple CSS classes to an HTML element?,<element class="class1 class2">,<element class: "class1 class2">,<element class="class1 class2" />,<element class:class1 class2>,<element class="class1 class2">;
11,2,What does the `font-style` property do in CSS?,It sets the style of the font (normal, italic, etc.).,It defines the size of the font.,It controls the font color.,It adjusts the line height.,It sets the style of the font (normal, italic, etc.).
11,2,How can you create a CSS transition on hover?,element:hover { transition: property duration; },element:hover { property: value; },element:hover { transition: property; },element:hover { animate: property; },element:hover { transition: property duration; };
11,2,What is the purpose of the `background-position` property?,It sets the position of the background image.,It controls the size of the background.,It defines the color of the background.,It adjusts the opacity of the background.,It sets the position of the background image.
11,2,How can you change the cursor style in CSS?,cursor: value;,pointer: value;,mouse-cursor: value;,cursor-style: value;,cursor: value;
11,2,What does the `text-decoration` property control?,It sets decorations on text (underline, line-through, etc.).,It changes the text color.,It adjusts the font size.,It controls the line height.,It sets decorations on text (underline, line-through, etc.).
11,2,How do you apply styles to an element when it is active?,element:active { property: value; },element:hover { property: value; },element:focus { property: value; },element:active { property: value; },element:active { property: value; };
11,2,What is the purpose of the `background-repeat` property?,It controls the repetition of the background image.,It adjusts the size of the background image.,It defines the position of the background.,It sets the color of the background.,It controls the repetition of the background image.
11,2,How can you create a CSS comment?,/ * comment * /;,<!-- comment -->;,# comment;,-- comment --;,/* comment */;
11,2,What does the `transform` property do in CSS?,It applies a 2D or 3D transformation to an element.,It adjusts the size of an element.,It controls the display type.,It sets the opacity of an element.,It applies a 2D or 3D transformation to an element.
11,2,How do you create a CSS rule that targets even-numbered elements?,element:nth-child(even) { },element:nth-of-type(2n) { },element:nth-child(2n) { },element:nth-of-type(even) { },element:nth-child(even) { };
11,2,What is the purpose of the `padding` property in CSS?,It creates space inside an element.,It defines the height of an element.,It sets the width of an element.,It adjusts the margin of an element.,It creates space inside an element.
11,2,How can you apply styles to elements that are not hovered?,element:not(:hover) { property: value; },element:hover:not() { property: value; },element:focus:not() { property: value; },element:not(:focus) { property: value; },element:not(:hover) { property: value; };
11,2,What does the `opacity` property do in CSS?,It controls the transparency of an element.,It adjusts the color of an element.,It defines the size of an element.,It sets the position of an element.,It controls the transparency of an element.
11,2,How do you make an element fixed in position using CSS?,position: fixed;,position: absolute;,position: relative;,position: sticky;,position: fixed;
11,2,What is the purpose of the `z-index` property?,It controls the stacking order of elements.,It sets the opacity of an element.,It adjusts the margin of an element.,It defines the position of an element.,It controls the stacking order of elements.
11,2,How can you remove margin from an element?,margin: 0;,margin: none;,margin: auto;,margin: reset;,margin: 0;
11,2,What does the `:focus` pseudo-class do in CSS?,It styles an element when it has focus.,It applies styles when an element is hovered over.,It sets styles for active elements.,It styles elements that are clicked.,It styles an element when it has focus.
11,2,How can you create a CSS animation?,@keyframes name { },@animation name { },@anim name { },@animation { },@keyframes name { };
11,2,What is the purpose of the `border` property in CSS?,It defines the border around an element.,It sets the padding of an element.,It adjusts the width of an element.,It changes the color of text.,It defines the border around an element.
11,2,How do you set the height of an element in CSS?,height: value;,set-height: value;,element-height: value;,size: height value;,height: value;
11,2,What does the `white-space` property do in CSS?,It controls how white space is handled.,It sets the color of text.,It defines the height of an element.,It adjusts the width of an element.,It controls how white space is handled.
11,2,How can you apply a CSS reset?,* { margin: 0; padding: 0; },reset { margin: 0; padding: 0; },* { reset: 0; },reset { all: unset; },* { margin: 0; padding: 0; };
11,2,What does the `:hover` pseudo-class do in CSS?,It styles an element when it is hovered over.,It sets styles for active elements.,It applies styles when an element is focused.,It styles an element when it is clicked.,It styles an element when it is hovered over.
11,2,How can you use a web font in CSS?,@import url('font-url');,font-family: 'font-name';,font: 'font-name';,@font-face { font: 'font-name'; },font: 'font-name';,@import url('font-url');
11,2,What is the purpose of the `min-width` property?,It sets the minimum width of an element.,It controls the maximum width of an element.,It defines the height of an element.,It adjusts the margin of an element.,It sets the minimum width of an element.
11,2,How can you create a full-width layout in CSS?,width: 100%;,set-width: 100%;,full-width: true;,layout: full-width;,width: 100%;
11,2,What does the `:last-child` pseudo-class do in CSS?,It targets the last child of an element.,It selects all children of an element.,It applies styles to the first child.,It targets all siblings of an element.,It targets the last child of an element.
11,2,How can you change the background color of an element?,background-color: color;,set-background: color;,color: background;,background: color;,background-color: color;
11,2,What does the `text-shadow` property do in CSS?,It applies a shadow effect to text.,It changes the font size.,It controls the color of text.,It adjusts the spacing of letters.,It applies a shadow effect to text.
11,2,How do you set the width of an element in CSS?,width: value;,set-width: value;,element-width: value;,size: width value;,width: value;
11,2,What is the purpose of the `position: absolute;` property in CSS?,It positions an element relative to its nearest positioned ancestor.,It sets the element at a fixed position.,It makes the element flow with the document.,It defines the stacking order.,It positions an element relative to its nearest positioned ancestor.
11,2,How can you create a rounded corner effect in CSS?,border-radius: value;,corner-radius: value;,round-corner: value;,radius: value;,border-radius: value;
11,2,What does the `overflow` property do in CSS?,It controls what happens to content that is too large for an element.,It adjusts the margin of an element.,It sets the color of text.,It defines the size of an element.,It controls what happens to content that is too large for an element.
11,2,How can you apply styles to every third element in a list?,element:nth-child(3n) { },element:every(3) { },element:nth-of-type(3) { },element:nth-child(3) { },element:nth-child(3n) { };
11,2,What is the purpose of the `flex-basis` property?,It defines the default size of a flex item before space is distributed.,It sets the size of a flex container.,It adjusts the order of flex items.,It controls the alignment of flex items.,It defines the default size of a flex item before space is distributed.
11,2,How do you create a CSS variable?,--variable-name: value;,variable-name: value;,var(--variable-name): value;,$variable-name: value;,--variable-name: value;
11,2,What does the `align-items` property do in CSS Flexbox?,It aligns flex items along the cross axis.,It sets the direction of flex items.,It adjusts the size of flex items.,It controls the order of flex items.,It aligns flex items along the cross axis.
11,2,How can you create a CSS animation?,@keyframes name { },@animation name { },@anim name { },@animation { },@keyframes name { };
11,2,What does the `:first-child` pseudo-class do in CSS?,It targets the first child of an element.,It applies styles to all children of an element.,It targets the last child of an element.,It applies styles to elements that are focused.,It targets the first child of an element.
11,2,What is the purpose of the `border-radius` property?,It creates rounded corners on elements.,It sets the border color of an element.,It adjusts the padding of an element.,It defines the width of an element.,It creates rounded corners on elements.
11,2,How do you apply a CSS class to an HTML element?,<element class="classname">,<element class: classname>,<element class="classname" />,<element class: classname>,<element class="classname">;
11,2,What does the `display: none;` property do in CSS?,It completely removes the element from the document flow.,It hides the element but retains its space.,It makes an element invisible.,It sets the display type of an element.,It completely removes the element from the document flow.
11,2,How can you center an element horizontally using CSS?,margin: auto;,text-align: center;,align-items: center;,display: flex;,margin: auto;
11,2,What does the `cursor` property do in CSS?,It specifies the mouse cursor to be displayed when pointing over an element.,It changes the background color of an element.,It adjusts the size of an element.,It defines the opacity of an element.,It specifies the mouse cursor to be displayed when pointing over an element.
11,2,How do you create a responsive design in CSS?,Use media queries;,Set fixed widths;,Use percentages;,All of the above;,Use media queries;
11,2,What is the purpose of the `grid-template-columns` property?,It defines the column sizes for a grid layout.,It sets the number of columns in a grid.,It controls the row heights in a grid.,It adjusts the gap between grid items.,It defines the column sizes for a grid layout.
11,2,How can you make a button look like a link?,border: none; background: none; color: inherit;,display: inline-block; border: none; background: none;,text-decoration: none; background: none;,display: inline; color: inherit;,border: none; background: none; color: inherit.
11,2,What is the purpose of the `flex-grow` property?,It defines how much a flex item will grow relative to the rest of the flex items.,It sets the size of a flex container.,It adjusts the alignment of flex items.,It defines the order of flex items.,It defines how much a flex item will grow relative to the rest of the flex items.
11,2,How do you set a background image in CSS?,background-image: url('image-url');,background: image('image-url');,bg-image: url('image-url');,image-background: url('image-url');,background-image: url('image-url');
11,2,What does the `float` property do in CSS?,It allows an element to float to the left or right of its container.,It controls the stacking order of elements.,It adjusts the margin of an element.,It defines the size of an element.,It allows an element to float to the left or right of its container.
11,2,How can you create a sticky header using CSS?,position: sticky; top: 0;,position: fixed; top: 0;,position: relative; top: 0;,position: absolute; top: 0;,position: sticky; top: 0;
11,2,What is the purpose of the `display: flex;` property?,It enables a flexbox layout for an element.,It sets the display type of an element.,It makes an element inline.,It adjusts the size of an element.,It enables a flexbox layout for an element.
11,2,How do you change the font size in CSS?,font-size: value;,set-font-size: value;,font: size value;,size: font value;,font-size: value;
11,2,What does the `@media` rule do in CSS?,It applies styles based on device characteristics.,It sets the background color of an element.,It adjusts the margin of an element.,It defines a media type.,It applies styles based on device characteristics.
11,2,How can you make text bold in CSS?,font-weight: bold;,font: bold;,text-weight: bold;,text-style: bold;,font-weight: bold;
11,2,What is the purpose of the `grid-template-rows` property?,It defines the row sizes for a grid layout.,It sets the number of rows in a grid.,It controls the column widths in a grid.,It adjusts the gap between grid items.,It defines the row sizes for a grid layout.
11,2,How do you create a flex container in CSS?,display: flex;,flex-container: true;,container: flex;,flex: container;,display: flex;
11,2,What does the `visibility` property do in CSS?,It controls the visibility of an element.,It hides an element while retaining its space.,It sets the opacity of an element.,It adjusts the size of an element.,It controls the visibility of an element.
